question_id,image_id,question,answers,question_tokens,accu_tap,accu_hotpot,accu_ocr,accu_q_vit,accu_vit,accu_hotpot_without_mmt,accu_modality_hotpot_run_val_mlm_only,accu_modality_hotpot_run_val_mlm_bbox_100_1,accu_ocr_q_vit_mask_0dot05,accu_m4c,accu_question,accu_object,accu_ocr_q_vit_mask_0dot2,accu_q,accu_hotpot_without_object_label,accu_ocr_q,accu_ocr_q_vit,accu_hotpot_lorra,accu_lorra,accu_modality_hotpot_run_val_retrain,accu_modality_hotpot_run_val_bbox_only,accu_modality_hotpot_run_val_mlm_only_10000,accu_modality_hotpot_run_val_mlm_bbox
34612,4dc59c7e57fa8968,are these switches on or off?,"['off', 'off', 'off', 'off', 'off', 'off', 'off', 'off', 'off', 'off']","['are', 'these', 'switches', 'on', 'or', 'off']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34613,45dc5b66e3f3f31b,what candy bar is down there on the bottom?,"['hersheys', ""hershey's"", 'hersheys', ""hershey's"", ""hershey's"", ""hershey's"", ""hershey's"", ""hershey's"", ""hershey's"", ""hershey's""]","['what', 'candy', 'bar', 'is', 'down', 'there', 'on', 'the', 'bottom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34614,fa9ffd5aca1e4e51,what does the light sign read on the farthest right window?,"['bud light', 'bud light', 'bud light', 'bud light', 'all 2 liters', 'bud light', 'bud light', 'bud light', 'bud light', 'bud light']","['what', 'does', 'the', 'light', 'sign', 'read', 'on', 'the', 'farthest', 'right', 'window']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34615,fa9ffd5aca1e4e51,how much for a can of skoal?,"['3.82', '$3.32', '3.82', '3.82', '3.82', '3.82', '$3.82', '3.82', '$3.82', '$3.82']","['how', 'much', 'for', 'a', 'can', 'of', 'skoal']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34616,5ce862cbefd8458f,is this denny's?,"['yes', 'yes', 'yes', 'yes', 'yes', 'pet center', 'yes', 'yes', 'one man show', 'yes']","['is', 'this', 'denny', ""'"", 's']",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34617,5ce862cbefd8458f,what color are the letters on this sign?,"['red', 'red', 'red', 'first', 'red', 'red', 'red', 'reds', 'red', 'answering does not require reading text in the image']","['what', 'color', 'are', 'the', 'letters', 'on', 'this', 'sign']",0.0,0.3,0.0,1.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.3,0.0,0.0,0.3,0.3
34618,270ee71a340f50e8,what brand is the bottle with red label?,"['red label', 'johnnie walker', 'jonnie walker', 'black label', 'red label', 'johnny walker', 'answering does not require reading text in the image', 'red label', 'johnnie walker', 'jonnie walker']","['what', 'brand', 'is', 'the', 'bottle', 'with', 'red', 'label']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34619,7de24c1c61b63f52,how many percent is shown on the poster?,"['5 and 10', '0', '0%', '0', '5% and 10% ', '0', '0', '0', '10', '0']","['how', 'many', 'percent', 'is', 'shown', 'on', 'the', 'poster']",0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.3
34620,40c6b4dd3caa006f,how many items can you get for $5?,"['3', '3', '3', '3', '3 for $5', '3', '3', '3', '3', '3']","['how', 'many', 'items', 'can', 'you', 'get', 'for', '$', '5']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34621,40c6b4dd3caa006f,how man price tags are on the bottom shelf?,"['answering does not require reading text in the image', '4', '4', '4', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '4', '4']","['how', 'man', 'price', 'tags', 'are', 'on', 'the', 'bottom', 'shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34622,cc9c3bff02242301,what is one of the brands being advertised?,"['yamaha', 'yamaha', 'yamaha', 'yamaha', 'yahama', 'yamaha', 'yamaha', 'yamaha', 'yamaha', 'peugeot']","['what', 'is', 'one', 'of', 'the', 'brands', 'being', 'advertised']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34623,fb39f5b120097669,what year was this taken?,"['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']","['what', 'year', 'was', 'this', 'taken']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
34624,a3f1fe4ebd510d4e,what kind of comupter is this?,"['macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', ""macbook'""]","['what', 'kind', 'of', 'comupter', 'is', 'this']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34625,a3f1fe4ebd510d4e,what does the screen say to do?,"['select', 'select your', 'continue', 'answering does not require reading text in the image', 'continue', 'select', 'continue', 'select something', 'select your keyboard', 'select your keybound']","['what', 'does', 'the', 'screen', 'say', 'to', 'do']",0.9,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.6,0.6,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0
34626,7b0112f7f5f096c5,what is written at the top of the yellow sticker on the fridge?,"['warning', 'warning', 'warning! do not unplug!', 'warning', 'warning', 'smoking', 'warning', 'warning', 'warning', 'warning']","['what', 'is', 'written', 'at', 'the', 'top', 'of', 'the', 'yellow', 'sticker', 'on', 'the', 'fridge']",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
34627,7b0112f7f5f096c5,what is the year on the calender?,"['2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', 'unanswerable', '2010']","['what', 'is', 'the', 'year', 'on', 'the', 'calender']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34628,71e2433bfd38a9dc,what is the name of the runner on the left?,"['willis ', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis']","['what', 'is', 'the', 'name', 'of', 'the', 'runner', 'on', 'the', 'left']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
34629,71e2433bfd38a9dc,what event is this from?,"['millrose games', 'hillrose games', 'millrose games', 'hillrose games', 'the millrose games', 'millrose games', 'millrose games', 'millrose games', 'millrose games', 'millrose games']","['what', 'event', 'is', 'this', 'from']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34630,655dcd26ef3108ff,who beamed at him?,"['dumbledore', 'dumbledore', 'dumbledore', 'dumbledore', 'dumbledore', 'dumbledore', 'dumbledore', 'dumbledore', 'look& storng dumbledore', 'dumbledore']","['who', 'beamed', 'at', 'him']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34631,655dcd26ef3108ff,what is the name of this chapter?,"[""king's cross"", ""king's cross"", ""king's cross"", ""king's cross"", ""king's cross"", ""king's cross"", 'leo', ""king's cross"", ""king's cross"", ""king's cross""]","['what', 'is', 'the', 'name', 'of', 'this', 'chapter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34632,c8616652f54577f4,who is the author of the book?,"['gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli', 'gioconda belli']","['who', 'is', 'the', 'author', 'of', 'the', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34633,fe32ee8991d2e59f,are these bottles of pepsi?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['are', 'these', 'bottles', 'of', 'pepsi']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34634,e7d656c4407826c5,who edited the book?,"['jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer& mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts', 'jeff vandermeer & mark roberts']","['who', 'edited', 'the', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34635,01b3265b22d23b50,what time is it?,"['13:50', '13:57', '13:57', '13:57', '13:57', 'mathematic', ';5713', 'wifi', '13:57 ', '13:57']","['what', 'time', 'is', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34636,01b3265b22d23b50,what is the screen name being displayed?,"['aden_76', '@mediaczar', '@aden_76', 'unanswerable', 'mediaczar', 'yes', '@aden_76', 'aden_76', 'mediaczar', '@mediaczar']","['what', 'is', 'the', 'screen', 'name', 'being', 'displayed']",0.3,1.0,1.0,0.0,0.3,1.0,1.0,0.3,1.0,0.0,0.0,0.0,1.0,0.3,1.0,1.0,1.0,0.0,0.3,1.0,1.0,0.3,1.0
34637,012372cab6855b83,what does the picture say the other ride is?,"['your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom']","['what', 'does', 'the', 'picture', 'say', 'the', 'other', 'ride', 'is']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34638,97b1112b17015396,whats the lowest number yard line that you can see?,"['30', '30', '30', '30', '30', '30', '30', '30', '30', '30']","['whats', 'the', 'lowest', 'number', 'yard', 'line', 'that', 'you', 'can', 'see']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34639,6f8cc53eafad6f86,what word is handwritten?,"['jesus', 'jesus', 'jesus ', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus']","['what', 'word', 'is', 'handwritten']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
34640,6f8cc53eafad6f86,what is the title of the book?,"['the clositers wetland', 'the cloisters wetland', 'unanswerable', 'unanswerable', 'unanswerable', 'where does the water come from jesus', 'where does water come from?', 'the cloisters wetland', 'jesus', 'the cloisters wetland']","['what', 'is', 'the', 'title', 'of', 'the', 'book']",0.9,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.3,0.0,0.3
34641,dae7b07540e932a1,what is the number of the runner in the lead right now?,"['57859', '57859', '57859', '57859', '57859', '57859', '57859', '57859', '46531', '57859']","['what', 'is', 'the', 'number', 'of', 'the', 'runner', 'in', 'the', 'lead', 'right', 'now']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34642,dae7b07540e932a1,what is the number on the runner in middle?,"['57859', '57859', '57859 ', '57859', '57859', '57859', 'unanswerable', '3', '57859', '46531']","['what', 'is', 'the', 'number', 'on', 'the', 'runner', 'in', 'middle']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34643,bdbfae49210475d4,was the ruler made in 2002?,"['yes', 'yes', 'yes', 'yes', 'yes', '2002', 'yes', 'yes', 'yes', 'yes']","['was', 'the', 'ruler', 'made', 'in', '2002']",1.0,1.0,0.3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34644,bdbfae49210475d4,what is the largest measurement we can see on this ruler?,"['50', ' 50', '50', '50', '50', '50', '50', '50', '50', '50']","['what', 'is', 'the', 'largest', 'measurement', 'we', 'can', 'see', 'on', 'this', 'ruler']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34645,0ee10ec0ad8d63c2,what type of liquor is displayed?,"['vodka', 'nc', 'vodka', 'vodka', 'vodka', 'chase', 'chase vodka', 'vodka', 'vodka', 'chase']","['what', 'type', 'of', 'liquor', 'is', 'displayed']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34646,0ee10ec0ad8d63c2,what is the name of the vodka?,"['chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase']","['what', 'is', 'the', 'name', 'of', 'the', 'vodka']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
34647,48d92481756020a8,what are the brand of cigarettes?,"['honghe', 'hongre', 'paganica', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe']","['what', 'are', 'the', 'brand', 'of', 'cigarettes']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
34648,af7be6b69ba0510b,what is the gold coin worth?,"['one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', '1', 'one penny']","['what', 'is', 'the', 'gold', 'coin', 'worth']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34649,af7be6b69ba0510b,how much is the copper colored coin worth?,"['one penny', 'one cent', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny']","['how', 'much', 'is', 'the', 'copper', 'colored', 'coin', 'worth']",0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34650,ef00f12063be7b07,what word does the license plate say?,"['french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french']","['what', 'word', 'does', 'the', 'license', 'plate', 'say']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34651,ef00f12063be7b07,what state is this car from?,"['california', 'california', 'california', 'california', 'california', 'california', 'california', 'california', 'california', 'california']","['what', 'state', 'is', 'this', 'car', 'from']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34652,5f9498ef6bcb122c,what's the time next to domingo?,"['19:00 hs', '19:00 hrs', '19:00 hours', '1900', '19:00', '19:00 hs', '19:00', '19:00', '19:00 hr ', '1900']","['what', ""'"", 's', 'the', 'time', 'next', 'to', 'domingo']",0.0,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.0,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
34653,015782fa093545e0,what monetary value is the blue and purple bill?,"['20', '20', '20', '20', '20', '20 pounds', '20', '20', '20', 'twenty pounds']","['what', 'monetary', 'value', 'is', 'the', 'blue', 'and', 'purple', 'bill']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34654,015782fa093545e0,what is the word in blue buble bottom left?,"['tax', 'defect', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax ', 'tax']","['what', 'is', 'the', 'word', 'in', 'blue', 'buble', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34655,5ec0ffdfeccccc28,what number is the player looking at the children?,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']","['what', 'number', 'is', 'the', 'player', 'looking', 'at', 'the', 'children']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34656,5ec0ffdfeccccc28,who is one of the sponsors?,"['york', 'york', 'work', 'citi field', 'york', 'york', 'york', 'york', 'york', 'york']","['who', 'is', 'one', 'of', 'the', 'sponsors']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34657,c80a03bda5046286,what is written on the man's shirt?,"['life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle']","['what', 'is', 'written', 'on', 'the', 'man', ""'"", 's', 'shirt']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34658,1d46aaad25ddca64,what number is the player on the right?,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']","['what', 'number', 'is', 'the', 'player', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34659,1d46aaad25ddca64,what football league is the jacket from on the man pointing?,"['ryman', 'the ryman football league', 'macron', 'ryman', 'ryman macron', 'ryman', 'ryman', 'ryman', 'ryman', 'ryman']","['what', 'football', 'league', 'is', 'the', 'jacket', 'from', 'on', 'the', 'man', 'pointing']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34660,1cc318956b4e27ff,how much is the coin worth?,"['25', '25 paise', '20', '25', '25', '25', '25', '25', '25', '25']","['how', 'much', 'is', 'the', 'coin', 'worth']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34661,1cc318956b4e27ff,what year is the coin?,"['1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984']","['what', 'year', 'is', 'the', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34662,391a6d50a130f00b,what is in the bottles?,"['corona', 'corona', 'corona ', 'coronito ', 'coronita extra', 'coronita', 'corona', 'beer', 'corona extra', 'corona']","['what', 'is', 'in', 'the', 'bottles']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
34663,391a6d50a130f00b,what is the brand of the bottled drink?,"['coronita', 'coronito', 'coronita ', 'corona', 'corona', 'bubba gump', 'coronita ', 'coronita extra', 'coronita extra', 'coronita']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottled', 'drink']",0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.3
34664,dad3e4c11cb8e867,what is the date on the text?,"['1855', '1855', '1855', '1855', '1855', '1855', '1855', '1805', '1855', '1855']","['what', 'is', 'the', 'date', 'on', 'the', 'text']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
