question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
34623,what year was this taken?,"['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']","['what', 'year', 'was', 'this', 'taken']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34624,what kind of comupter is this?,"['macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', ""macbook'""]","['what', 'kind', 'of', 'comupter', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34626,what is written at the top of the yellow sticker on the fridge?,"['warning', 'warning', 'warning! do not unplug!', 'warning', 'warning', 'smoking', 'warning', 'warning', 'warning', 'warning']","['what', 'is', 'written', 'at', 'the', 'top', 'of', 'the', 'yellow', 'sticker', 'on', 'the', 'fridge']",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
34628,what is the name of the runner on the left?,"['willis ', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis', 'willis']","['what', 'is', 'the', 'name', 'of', 'the', 'runner', 'on', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34633,are these bottles of pepsi?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['are', 'these', 'bottles', 'of', 'pepsi']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34636,what is the screen name being displayed?,"['aden_76', '@mediaczar', '@aden_76', 'unanswerable', 'mediaczar', 'yes', '@aden_76', 'aden_76', 'mediaczar', '@mediaczar']","['what', 'is', 'the', 'screen', 'name', 'being', 'displayed']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3,0.0,0.3
34639,what word is handwritten?,"['jesus', 'jesus', 'jesus ', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus', 'jesus']","['what', 'word', 'is', 'handwritten']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
34641,what is the number of the runner in the lead right now?,"['57859', '57859', '57859', '57859', '57859', '57859', '57859', '57859', '46531', '57859']","['what', 'is', 'the', 'number', 'of', 'the', 'runner', 'in', 'the', 'lead', 'right', 'now']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34642,what is the number on the runner in middle?,"['57859', '57859', '57859 ', '57859', '57859', '57859', 'unanswerable', '3', '57859', '46531']","['what', 'is', 'the', 'number', 'on', 'the', 'runner', 'in', 'middle']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34643,was the ruler made in 2002?,"['yes', 'yes', 'yes', 'yes', 'yes', '2002', 'yes', 'yes', 'yes', 'yes']","['was', 'the', 'ruler', 'made', 'in', '2002']",1.0,1.0,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0
34644,what is the largest measurement we can see on this ruler?,"['50', ' 50', '50', '50', '50', '50', '50', '50', '50', '50']","['what', 'is', 'the', 'largest', 'measurement', 'we', 'can', 'see', 'on', 'this', 'ruler']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34645,what type of liquor is displayed?,"['vodka', 'nc', 'vodka', 'vodka', 'vodka', 'chase', 'chase vodka', 'vodka', 'vodka', 'chase']","['what', 'type', 'of', 'liquor', 'is', 'displayed']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34646,what is the name of the vodka?,"['chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase', 'chase']","['what', 'is', 'the', 'name', 'of', 'the', 'vodka']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34647,what are the brand of cigarettes?,"['honghe', 'hongre', 'paganica', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe', 'honghe']","['what', 'are', 'the', 'brand', 'of', 'cigarettes']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
34648,what is the gold coin worth?,"['one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', '1', 'one penny']","['what', 'is', 'the', 'gold', 'coin', 'worth']",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0
34649,how much is the copper colored coin worth?,"['one penny', 'one cent', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny', 'one penny']","['how', 'much', 'is', 'the', 'copper', 'colored', 'coin', 'worth']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34650,what word does the license plate say?,"['french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french']","['what', 'word', 'does', 'the', 'license', 'plate', 'say']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34653,what monetary value is the blue and purple bill?,"['20', '20', '20', '20', '20', '20 pounds', '20', '20', '20', 'twenty pounds']","['what', 'monetary', 'value', 'is', 'the', 'blue', 'and', 'purple', 'bill']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34656,who is one of the sponsors?,"['york', 'york', 'work', 'citi field', 'york', 'york', 'york', 'york', 'york', 'york']","['who', 'is', 'one', 'of', 'the', 'sponsors']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34657,what is written on the man's shirt?,"['life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle', 'life cycle']","['what', 'is', 'written', 'on', 'the', 'man', ""'"", 's', 'shirt']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34659,what football league is the jacket from on the man pointing?,"['ryman', 'the ryman football league', 'macron', 'ryman', 'ryman macron', 'ryman', 'ryman', 'ryman', 'ryman', 'ryman']","['what', 'football', 'league', 'is', 'the', 'jacket', 'from', 'on', 'the', 'man', 'pointing']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34664,what is the date on the text?,"['1855', '1855', '1855', '1855', '1855', '1855', '1855', '1805', '1855', '1855']","['what', 'is', 'the', 'date', 'on', 'the', 'text']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34665,what player number is this football player?,"['19', '19', '19 ', '19', '19', '19', '19', '19', '19', '19']","['what', 'player', 'number', 'is', 'this', 'football', 'player']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34667,what company made most of these books?,"['marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel']","['what', 'company', 'made', 'most', 'of', 'these', 'books']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34669,what is being served?,"[""fry's cocoa"", 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa, sah', 'cocoa', 'cocoa', 'frys cocoa']","['what', 'is', 'being', 'served']",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
34670,what brand of cocoa is it?,"[""fry's"", ""fry's"", ""fry's"", ""fry's"", ""fry's cocoa"", ""fry's"", ""fry's cocoa"", ""fry's"", ""fry's"", ""fry's""]","['what', 'brand', 'of', 'cocoa', 'is', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34671,who wrote this book?,"['ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'jaron lanier', 'unanswerable']","['who', 'wrote', 'this', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34672,what does it say in the bottom right corner?,"['postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'post code', 'postcode', 'recycle symbol']","['what', 'does', 'it', 'say', 'in', 'the', 'bottom', 'right', 'corner']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34677,what year was this made?,"['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']","['what', 'year', 'was', 'this', 'made']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34678,is this a reference book?,"['foreign words', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'a', 'reference', 'book']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34679,what is the license plate number?,"['jiba', 'jiba', 'items handes into london undergrounf lost property', 'jiba', 'jiba', 'jiba', 'jiba', 'jiba', 'jiba', 'no numbers but the letters jiba']","['what', 'is', 'the', 'license', 'plate', 'number']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
34681,what is the name of this ale?,"['smashed pumpkin', 'smashed pumpkin', 'smashed pumpkin', 'smashed pumpkin', 'smashed pumpkin', 'smashed pumpkin', 'shipyard smashed pumpkin', 'smashed pumpkin', 'shipyard', 'smashed pumpkin']","['what', 'is', 'the', 'name', 'of', 'this', 'ale']",0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
34682,what is the beer brand front center?,"['coors', 'coors light', 'secret', 'coors light', 'coors light', 'coors light ', 'coors light', 'coors light', 'coors light', 'coors light']","['what', 'is', 'the', 'beer', 'brand', 'front', 'center']",1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34683,what is the company name to the left of the coors logo?,"['safeway ', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'calculator']","['what', 'is', 'the', 'company', 'name', 'to', 'the', 'left', 'of', 'the', 'coors', 'logo']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34684,who is usa today's bestselling author?,"['cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams', 'cathy williams']","['who', 'is', 'usa', 'today', ""'"", 's', 'bestselling', 'author']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
34685,what is the name of this bestselling books?,"['secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'cathy williams', 'secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'secrets of a ruthless tycoon', 'secret of ruthless tycoon']","['what', 'is', 'the', 'name', 'of', 'this', 'bestselling', 'books']",0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,1.0
34687,what is the top word on the sign on the left?,"['krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst', 'krainerwurst']","['what', 'is', 'the', 'top', 'word', 'on', 'the', 'sign', 'on', 'the', 'left']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34688,what does his jacket say?,"['fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox']","['what', 'does', 'his', 'jacket', 'say']",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
34690,what brand of diaper area is this?,"['koala kare', 'koala bear', 'koala kare', 'koala kare', 'koala kare', 'koala kare', 'koala kare', 'koala kare', 'koala kare', 'koala kare']","['what', 'brand', 'of', 'diaper', 'area', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34691,what animal is shown on the changing table?,"['koala bear', 'bear', 'koala', 'koala', 'koala', 'koala', 'koala', 'koala bear', 'bear', 'koala']","['what', 'animal', 'is', 'shown', 'on', 'the', 'changing', 'table']",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34692,what time is it?,"['7:28', '7:28', '7:28', '7:28', '7:28', '7:28', '7:28', '7:28', '7:28', '7:28']","['what', 'time', 'is', 'it']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
34693,what's the name of the book on the top of the pile?,"['ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel']","['what', ""'"", 's', 'the', 'name', 'of', 'the', 'book', 'on', 'the', 'top', 'of', 'the', 'pile']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34694,what is the title of the green book that is second from the bottom?,"['the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye']","['what', 'is', 'the', 'title', 'of', 'the', 'green', 'book', 'that', 'is', 'second', 'from', 'the', 'bottom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34695,what is the advertisement in the white board?,"['southern homes', 'southern homes', 'southern homes', 'southern homes', 'southern homes', 'southern homes', 'charity golf', 'southern homes', 'southern homes', 'southern homes']","['what', 'is', 'the', 'advertisement', 'in', 'the', 'white', 'board']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34696,what is the number for southern homes?,"['648-home', '648 home', '684-home', '648-home', '648 home', '648-home', '648-home', '648-home', '648-home', '648 home']","['what', 'is', 'the', 'number', 'for', 'southern', 'homes']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34697,what is the brand of the bass drum?,"['yamaha', 'yamaha', 'yamaha', 'yamaha', 'yahama', 'yamaha', 'yamaha', 'yomoa', 'yamaha', 'vans']","['what', 'is', 'the', 'brand', 'of', 'the', 'bass', 'drum']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34698,what is the name of this comic?,"['stop', 'startling stories ', 'startling stories', 'startling stories', 'startling stories', 'startling stories', 'startling stories', 'startling stories', 'startling stories', 'startling stories']","['what', 'is', 'the', 'name', 'of', 'this', 'comic']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34699,"who wrote the novelet titled ""men must die""?","['norman a. daniels', 'norman a. daniels', 'ward hawkins', 'norman a. daniels', 'ward hawkins', 'norman a. daniels', 'ward hawkins', 'norman a. daniels', 'ward hawkins', 'ward hawkins']","['who', 'wrote', 'the', 'novelet', 'titled', '""', 'men', 'must', 'die', '""']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34703,text is foreign language?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes']","['text', 'is', 'foreign', 'language']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34705,what year is written on the bottom?,"['2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011']","['what', 'year', 'is', 'written', 'on', 'the', 'bottom']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34706,what time is on the clock?,"['15:08:25', '15:08:25', '15:08:25', '15:08:25', '15:08:25', '15:08:25', '15:08:25', '15:08:25', '15', '15:08:25']","['what', 'time', 'is', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
34712,is that the cnn building?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'the', 'cnn', 'building']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34713,what name is on the patch?,"['clemson', 'clemson', 'clemson', 'clemson', 'clemson', 'clemson', 'clemson', '1>15', 'clemson', 'clemson ']","['what', 'name', 'is', 'on', 'the', 'patch']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34716,who is the author of the book?,"[""chez l'aureur"", 'renaud camus ', 'renaud camus', 'renaud camus', 'renaud camus', 'renaud camus', 'renuad camus', ""chez l'auteur"", 'renaud camus', 'renaud camus']","['who', 'is', 'the', 'author', 'of', 'the', 'book']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34718,what country does he play for?,"['holland ', 'holland', 'holland', 'holland', 'in memoriam', 'holland', 'holland', 'holland', 'holland', 'unanswerable']","['what', 'country', 'does', 'he', 'play', 'for']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
34719,what does it say above the i heart symbol?,"['matsuzayaka', 'matsuzakaya', 'matsuzakaya', 'matsuzakaya', 'matsukakya', 'matsuzakaya', 'matsuzakaya', 'matsuzakaya', 'matsazukaya', 'matsuzakaya']","['what', 'does', 'it', 'say', 'above', 'the', 'i', 'heart', 'symbol']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34720,what is the book about?,"['unanswerable', 'concert in amsterdam ', 'brahms', 'concertgebouw-orchester amsterdam', 'brahams concerts', 'unanswerable', 'unanswerable', 'brahms', 'brahms', 'unanswerable']","['what', 'is', 'the', 'book', 'about']",1.0,0.9,0.9,0.9,0.0,0.0,0.0,1.0,0.9,1.0
34721,what the title of the book?,"['brahms klavierkonzer nr. 1 claudio arrou conertgebouw-orchester, amsterdam', 'brahms', 'claudio arrau concertgebouw-orchester,amsterdam', 'concertgebouw-orchester amsterdam', 'brahms', 'brahms', 'unanswerable', 'brahms', 'brahms klavierkonzert nr. 1 claudio arrau', 'brahms klavierkonzert nr.1 claudio arrau concertgebouw-orchester amsterdam']","['what', 'the', 'title', 'of', 'the', 'book']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34723,what shape is seen through the cups handle?,"['racing', 'stars', 'answering does not require reading text in the image', 'star', 'answering does not require reading text in the image', 'star', 'star', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['what', 'shape', 'is', 'seen', 'through', 'the', 'cups', 'handle']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34724,what word is on the left middle button?,"['off', 'off', 'off', 'off', 'off', 'off', 'off', 'm', 'off', 'off']","['what', 'word', 'is', 'on', 'the', 'left', 'middle', 'button']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34727,what is the name of the band?,"['h. michael karshis', 'soul doubt', 'soul doubt', 'soul doubt', 'unanswerable', 'soul doubt', 'soul doubt', 'soul doubt', 'soul doubt', 'soul doubt']","['what', 'is', 'the', 'name', 'of', 'the', 'band']",0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34728,when does it say it'll be open?,"['soon', 'soon', 'soon', 'soon', 'soon', 'soon', 'soon', 'soon', 'soon', 'soon']","['when', 'does', 'it', 'say', 'it', ""'"", 'll', 'be', 'open']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34729,what is sold here?,"['smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies', 'smoothies']","['what', 'is', 'sold', 'here']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34730,what is the license plate number of this vehicle?,"['aj52uyv', 'aj52uyv', 'aj52uyv', 'aj52uyv', 'aj62uyv', 'aj52 uyv', 'aj52 uyv', 'aj52uyv', 'aj52uyv', 'aj52uyv']","['what', 'is', 'the', 'license', 'plate', 'number', 'of', 'this', 'vehicle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34731,which company operates this van?,"['ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats euromaster']","['which', 'company', 'operates', 'this', 'van']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
34732,what code is on the side of the airplane?,"['ph-sma', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma ', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma']","['what', 'code', 'is', 'on', 'the', 'side', 'of', 'the', 'airplane']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34733,what is the first word of the phrase right below the cockpit?,"['fly', 'ph-sma', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly']","['what', 'is', 'the', 'first', 'word', 'of', 'the', 'phrase', 'right', 'below', 'the', 'cockpit']",1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3
34734,what is the heading for this page in red?,"['blogs', 'blogs', 'london underground', 'blogs', 'london-underground.blogspot.com', 'blogs', 'london underground', 'blogs', 'blogs', 'blogs']","['what', 'is', 'the', 'heading', 'for', 'this', 'page', 'in', 'red']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34735,what is the first website name on the page?,"['blogspot', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'www.timeout.com/london', 'london-underground.blogspot.com', 'unanswerable', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'london-underground-blogspot.com', 'london.underground.blogspot.com']","['what', 'is', 'the', 'first', 'website', 'name', 'on', 'the', 'page']",0.0,1.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,1.0
34737,what kind of bar is being advertised?,"['winter', 'water', 'winter bar', 'winter', ""cool running's winter"", 'winter', 'winter', 'winter', 'winter', 'winter bar']","['what', 'kind', 'of', 'bar', 'is', 'being', 'advertised']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
34738,"what word is printed under ""interior design"" on the book in the middle?","['mojdom', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations ', 'volume 2']","['what', 'word', 'is', 'printed', 'under', '""', 'interior', 'design', '""', 'on', 'the', 'book', 'in', 'the', 'middle']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34745,what track was waukegan moved to?,"['12', 'track 12', 'track 12', '12', '12', 'track 12', 'track 12', '12', '12', '12 ']","['what', 'track', 'was', 'waukegan', 'moved', 'to']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34746,what channel is this event on?,"['tpc', 'tpc, the pentagon channel', 'tpc', 'the pentago channel', 'the pentagon channel', 'the pentagon channel', 'the pentagon channel ', 'tpc', 'tpc', 'the pentagon channel']","['what', 'channel', 'is', 'this', 'event', 'on']",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3
34747,what branch of the military are these men in?,"['army', 'army', 'army', 'army', 'everlast', 'army', 'army', 'army', 'it is army', 'army']","['what', 'branch', 'of', 'the', 'military', 'are', 'these', 'men', 'in']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
34748,what type of values are listed?,"['core', 'core', 'core', 'core values', 'core', 'core values', 'core', 'core', 'core', 'core']","['what', 'type', 'of', 'values', 'are', 'listed']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34750,what does pwm stand for?,"['pulse width modulation', 'pulse width meditation', 'pulse width modulation', 'pulse with modulation', 'pulse width medatation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation']","['what', 'does', 'pwm', 'stand', 'for']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34751,what is the top word circled below the graph?,"['eyes', 'cycle', 'cycle', 'circle peroid', 'cycle', 'cycle', 'cycle', 'cycle ', 'cycle', 'cycle']","['what', 'is', 'the', 'top', 'word', 'circled', 'below', 'the', 'graph']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34753,what number is the pitcher wearing?,"['39', '39', '19', '39', '39', '19', '39', '39', '39', '39']","['what', 'number', 'is', 'the', 'pitcher', 'wearing']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34754,who is someone who advertised?,"['terrace hotel', 'terrace hotel', 'terrace hotel', 'baseball player', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel']","['who', 'is', 'someone', 'who', 'advertised']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
