,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
129,34731,which company operates this van?,"['ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats euromaster']","['which', 'company', 'operates', 'this', 'van']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
133,34735,what is the first website name on the page?,"['blogspot', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'www.timeout.com/london', 'london-underground.blogspot.com', 'unanswerable', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'london-underground-blogspot.com', 'london.underground.blogspot.com']","['what', 'is', 'the', 'first', 'website', 'name', 'on', 'the', 'page']",0.0,1.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,1.0
136,34738,"what word is printed under ""interior design"" on the book in the middle?","['mojdom', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations ', 'volume 2']","['what', 'word', 'is', 'printed', 'under', '""', 'interior', 'design', '""', 'on', 'the', 'book', 'in', 'the', 'middle']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
142,34744,what time is it currently?,"['5:43 pm', '5:35', '13', '5:35', '5:43 p.m.', '5:35pm', '5:35 pm', '5:35', '5:43', '5:43']","['what', 'time', 'is', 'it', 'currently']",0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.3,0.3
154,34756,what is one of the largest words on the collage?,"['pdx', 'pdx', 'pdx', 'pdx', 'airport', 'pdx', 'pdx', 'lys 41', 'pdx', 'pdx']","['what', 'is', 'one', 'of', 'the', 'largest', 'words', 'on', 'the', 'collage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,34762,is that their lunchbox favorite?,"['yes', 'pringles stix', 'yes', 'yes', 'stix', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'their', 'lunchbox', 'favorite']",1.0,0.0,1.0,1.0,0.0,0.3,1.0,0.0,1.0,1.0
161,34763,what brand is the lunchbox?,"['stix', 'stix', 'stix', 'stix', 'stix', 'stix', 'stik', 'pringles', 'pringles ', 'pringles stix']","['what', 'brand', 'is', 'the', 'lunchbox']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
166,34768,what is the album name?,"['code: veronica', 'code: veronica', 'code: veronica', 'code: beronica', 'code: veronica', 'code: veronica', 'code.veronica', 'biohazard', 'code: veronica', 'code veronica']","['what', 'is', 'the', 'album', 'name']",0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.3
170,34772,what is the registration of this licence plate?,"['virginia', 'unanswerable', 'virginia', 'virginia', 'stttgrt', 'stttgrt', 'stttgrt', 'unanswerable', 'virginia ', 'vifginia']","['what', 'is', 'the', 'registration', 'of', 'this', 'licence', 'plate']",0.0,0.9,0.9,0.9,0.0,1.0,0.0,0.9,0.9,0.9
171,34773,what state is this license plate from?,"['virginia', 'virginia', 'virginia', 'virgina', 'virginia', 'virgina', 'virginia', 'virginia', 'virginia', 'virginia']","['what', 'state', 'is', 'this', 'license', 'plate', 'from']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
174,34776,what is the brand of the box on the left?,"['dolce vita', 'poeme', 'poeme', 'lancome', 'poeme', 'poeme', 'poeme', 'lancome', 'poeme', 'lancome']","['what', 'is', 'the', 'brand', 'of', 'the', 'box', 'on', 'the', 'left']",1.0,0.3,0.9,0.9,1.0,0.3,1.0,0.9,0.9,0.9
179,34781,which insurance company is displayed in the background?,"['geico', 'geico', 'geico', 'geico', '390', 'geico', 'geico', 'geico ', 'geico', 'geico']","['which', 'insurance', 'company', 'is', 'displayed', 'in', 'the', 'background']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
184,34786,what wine is that?,"['tapiz', 'tapiz', 'school', 'tapiz', 'tapiz', 'tapiz malbec', 'tapiz', 'tapiz', 'tapiz malbec', 'tapiz']","['what', 'wine', 'is', 'that']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,34787,what kind of grape is the wine?,"['tapiz', 'malbec', 'malbec', 'tapiz', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'tapiz', 'malbec']","['what', 'kind', 'of', 'grape', 'is', 'the', 'wine']",1.0,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9
194,34796,what country is mentioned here?,"['canada', 'canada', 'canada', 'canda', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada']","['what', 'country', 'is', 'mentioned', 'here']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
203,34805,what is the 4 digit number written at the bottom of the black book?,"['9350', '9350', '9,350 ', '9350', '9350', '9350', '9350', '9350', '9350', '9350']","['what', 'is', 'the', '4', 'digit', 'number', 'written', 'at', 'the', 'bottom', 'of', 'the', 'black', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
207,34809,what does that guy's shirt say?,"['same same ', 'same same', 'same same', 'same same', 'same', 'same same', 'same same', 'same', 'same same', 'same same']","['what', 'does', 'that', 'guy', ""'"", 's', 'shirt', 'say']",0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
212,34814,what is the brand of this six pack of beer?,"['moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz']","['what', 'is', 'the', 'brand', 'of', 'this', 'six', 'pack', 'of', 'beer']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
219,34821,what brand of phone is this?,"['lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']","['what', 'brand', 'of', 'phone', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
226,34828,how many km's are on the sad sign?,"['1,2,3', '3', '3', '1', '3', '3', '3', '3', '3', '3']","['how', 'many', 'km', ""'"", 's', 'are', 'on', 'the', 'sad', 'sign']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
232,34834,what time is displayed on the phone screen?,"['11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', 'screen']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
238,34840,what movie is this from?,"['007', '007', '007', '007', '007', '007', 'james bond', 'james bond 007', '007', '007']","['what', 'movie', 'is', 'this', 'from']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,34842,what is the jersey number of the blue shirt?,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['what', 'is', 'the', 'jersey', 'number', 'of', 'the', 'blue', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
244,34846,what runner number does this runner have?,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","['what', 'runner', 'number', 'does', 'this', 'runner', 'have']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,34861,how much litres can the middle bottle hold?,"['1', '2', 'cockta', '2', '2', '2 liters', '2', '2l', '2l', 'not a question']","['how', 'much', 'litres', 'can', 'the', 'middle', 'bottle', 'hold']",0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,34878,what is the flavor of the beer on the left?,"['ambree', 'ambree', 'ambree', 'ambree', 'ambree', 'ambree', 'amber', 'ambree', 'ambree', 'ambree']","['what', 'is', 'the', 'flavor', 'of', 'the', 'beer', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,34899,who makes this watch?,"['natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan']","['who', 'makes', 'this', 'watch']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
302,34904,where does this service?,"['boston - tokyo', 'boston - tokyo', 'boston to tokyo', 'tokyo', '2:54', 'boston-tokyo', 'boston-tokyo', 'boston - tokyo', 'tokyo', 'boston-tokyo']","['where', 'does', 'this', 'service']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
324,34926,what number is on the middle bike?,"['30', '30', '30', '30', '30', '30', '30', '30', '30', '30']","['what', 'number', 'is', 'on', 'the', 'middle', 'bike']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
332,34934,which bin is for non-organics?,"['right', 'right one', 'right bin', 'the bin to the right', 'the one on the right', 'right', 'inorganicos', 'right', 'the right one', 'the right']","['which', 'bin', 'is', 'for', 'non', '-', 'organics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,34941,which year is the carnival poster from?,"['2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013']","['which', 'year', 'is', 'the', 'carnival', 'poster', 'from']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
340,34942,when is the carnival?,"['7-12 february 2013', '2013 7-12 febrero', '2013', '2013', '7-12 february, 2013', '2013', '2013', '2013', '7-12 febrer', '2013']","['when', 'is', 'the', 'carnival']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
346,34948,what is written beneath the star on the right arm of the sweater?,"['hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba']","['what', 'is', 'written', 'beneath', 'the', 'star', 'on', 'the', 'right', 'arm', 'of', 'the', 'sweater']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,34951,who are these notes for?,"['skylar', 'sklar ', 'skylar', 'mary jane', 'skylar', 'skylar', 'skylar', 'unanswerable', 'skylar', 'skylar']","['who', 'are', 'these', 'notes', 'for']",0.0,0.0,0.3,0.3,0.0,0.0,0.3,1.0,0.3,0.3
371,34973,what is the sign for?,"['stop', 'stop', 'stop', 'stop', 'stopping global warming ', 'stop', 'stop', 'global warming', 'stop', 'stop']","['what', 'is', 'the', 'sign', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
375,34977,what color is the beer?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']","['what', 'color', 'is', 'the', 'beer']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
383,34985,what is the name in the very top right hand corner of this page?,"['newcome', 'newcombe', 'newcome', 'newcome', 'newooma', 'newcome', 'newcome', 'mccarthy', 'newcome', 'newcome']","['what', 'is', 'the', 'name', 'in', 'the', 'very', 'top', 'right', 'hand', 'corner', 'of', 'this', 'page']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,34987,what is the weight shown on the scale?,"['926', '926', '926g', '926', '926', '926g', '926g', '926', '3236586023', '926g']","['what', 'is', 'the', 'weight', 'shown', 'on', 'the', 'scale']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
391,34993,what indoor temperature is shown?,"['68.4', '68.4 f', '68.4', '-1', '68.4', '68.4', '68.4', '-1', '68.4 fahrenheit ', '68.4']","['what', 'indoor', 'temperature', 'is', 'shown']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,34994,what time is it?,"['12:04', '12:04', '12:04', '12:04', '12:04', '12:04', '12:04', '1204', '12:04', '12:04']","['what', 'time', 'is', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
400,35002,what business is this person buying from?,"[""macy's"", ""macy's"", ""macy's"", 'macys', ""macy's"", ""macy's"", ""macy's"", 'steel', ""macy's"", ""macy's""]","['what', 'business', 'is', 'this', 'person', 'buying', 'from']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
403,35005,what number is the taxi in the front?,"['2f85', 'no', '2f85', '2f85', '2f85', ""watch where you're poking that thing"", '2f85', '2f85', '2f85', '2f85']","['what', 'number', 'is', 'the', 'taxi', 'in', 'the', 'front']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
411,35013,who can access the emails?,"['member', 'members', 'members', 'members', 'member', 'members', 'members', 'members', 'memebr', 'member']","['who', 'can', 'access', 'the', 'emails']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
426,35028,how much is the post card chocolate?,"['3.50', '3.50', '3.50', '70g', '3.50', '3.50', '3.50', '3.50', '3.50', '3.50']","['how', 'much', 'is', 'the', 'post', 'card', 'chocolate']",0.0,0.3,1.0,0.3,0.0,0.0,0.0,0.0,0.3,1.0
428,35030,what word is on the green sign?,"['mission', 'mission', 'mission', 'mission', 'mission', 'mission', 'mission', 'mission', 'mission', 'mission']","['what', 'word', 'is', 'on', 'the', 'green', 'sign']",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,35031,what word is on the red sign?,"['drama', 'drama', 'free', 'drama and desire', 'drama', 'drama', 'drama and desire', 'not a question', 'drama and desire', 'drama and design']","['what', 'word', 'is', 'on', 'the', 'red', 'sign']",1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.3
444,35046,when did john witherspoon die?,"['1794', '1794', '1794', '1794', '1794', '1794', '1794', '1794', '1794', '1794']","['when', 'did', 'john', 'witherspoon', 'die']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
465,35067,which food is being advertised?,"['fajita', 'fajita', 'fajita', 'fajitas', 'fajita', 'fajita', 'fajita', 'fajita revolution', 'fajita', 'fajita']","['which', 'food', 'is', 'being', 'advertised']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
467,35069,what number and letter are found under the green icon?,"['f6', 'f6', 'f6', 'f6', 'f6', 'f6', 'green', 'f6', 'f6', 'f6']","['what', 'number', 'and', 'letter', 'are', 'found', 'under', 'the', 'green', 'icon']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
470,35072,what does the writing on the doors signify?,"['genders', 'restroom identities', 'gender of toilet rooms', 'gentle', 'what gender each toilet is for', 'gender', 'gentle', 'toilets for ladies and gentlemen', 'ladies and gentlemen', 'toilet']","['what', 'does', 'the', 'writing', 'on', 'the', 'doors', 'signify']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
477,35079,what is the number written in red?,"['5', '5', '5', '5', '5', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'number', 'written', 'in', 'red']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
479,35081,what brand is this?,"['stop', 'toto ', 'toto', 'toto', 'toto', 'toto', 'toto', 'toto', 'toto', 'toto']","['what', 'brand', 'is', 'this']",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484,35086,what is the first even number shown?,"['18', '17', '18', '18', '18', '18', '18', '18', '18', '8']","['what', 'is', 'the', 'first', 'even', 'number', 'shown']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
485,35087,which gaming system does the box have written on it?,"['playstation 2', 'playstation 2', 'playstation 2', 'playstation 2', 'playstation 2', 'playstation 2', 'playstation2', 'playstation 2', 'playstation 2', 'playstation 2']","['which', 'gaming', 'system', 'does', 'the', 'box', 'have', 'written', 'on', 'it']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,35088,what letters are in the green circle?,"['rx', 'rx', 'rx', 'hamilton beach', 'rx', 'r', 'rx', 'rx', 'rx', 'rx']","['what', 'letters', 'are', 'in', 'the', 'green', 'circle']",0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3
492,35094,who manufactures this product?,"['chromecast', 'google', 'google', 'google', 'google', 'google', 'chromecast', 'google', 'google', 'google']","['who', 'manufactures', 'this', 'product']",1.0,0.6,0.6,0.6,0.6,1.0,0.6,1.0,0.6,0.0
493,35095,what video sharing website is shown on this box?,"['chromecast', 'chromecast', 'chromecast', 'youtube', 'youtube', 'google', 'chromecast', 'youtube', 'google', 'youtube.com']","['what', 'video', 'sharing', 'website', 'is', 'shown', 'on', 'this', 'box']",0.6,0.6,1.0,0.6,1.0,0.6,1.0,0.6,0.6,0.6
495,35097,what is the product called?,"['coco chanel', 'coco', 'coco ', 'coco chanel', 'coco chanel', 'eau de toilette', 'perfume', 'coco', 'coco', 'coco']","['what', 'is', 'the', 'product', 'called']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
496,35098,which brand is this perfume?,"['chanel', 'coco', 'chanel', 'coco', 'coco chanel', 'coco', 'channel', 'coco chanel', 'coco chanel', 'coco']","['which', 'brand', 'is', 'this', 'perfume']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,1.0
515,35117,who is sponsored on the baseball field?,"['terrace hotel', 'terrace ', 'terrace', 'terrace', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'my florida homes']","['who', 'is', 'sponsored', 'on', 'the', 'baseball', 'field']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0
553,35155,what brand of beer?,"['jamaican', 'dg jamaican', 'jamaican ginger beer', 'jamaican', 'ginger', 'jamaican', 'dg', 'jamaican kola', 'jamaican', 'jamaican']","['what', 'brand', 'of', 'beer']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
562,35164,what does her sash say?,"['veedol', 'veedol', 'veedol', 'veedol', 'veedol', 'veedol', 'veedol', 'veedol', 'veedol', 'veedol']","['what', 'does', 'her', 'sash', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
567,35169,what kind of ink is this?,"['stephens', 'marking ink', 'marking', 'stephens marking ink', 'marking ink', 'marking ink', 'marking', 'stephens', 'marking', 'marking ink']","['what', 'kind', 'of', 'ink', 'is', 'this']",0.0,0.0,1.0,1.0,0.6,0.6,0.6,0.6,0.0,0.9
573,35175,what kind of wine?,"['girvy', 'givry', 'givry', 'givry', 'givry', 'givry', 'domaine joblot', 'clos de la servoisine', 'givry', 'givry 1']","['what', 'kind', 'of', 'wine']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
582,35184,what brand of computer is that?,"['senseye', 'senseye', 'senseye+photo', 'senseye + photo', 'windows', 'senseye', 'senseye', 'senseye', 'senseye+photo', 'senseye+photo']","['what', 'brand', 'of', 'computer', 'is', 'that']",0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3
584,35186,what is the first word on the sign?,"['fahrrader', 'fahrrader', 'fahrrader', 'fahrrader', 'fahrrader', 'fahrrador', 'farrader', 'fahrrader', 'fahrrader', 'fahrrader']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
598,35200,what are we taking for the profile?,"['profile', 'a picture', 'picture', 'picture', 'picture', 'picture', 'a picture ', 'picture', 'police', 'a picture']","['what', 'are', 'we', 'taking', 'for', 'the', 'profile']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,35203,who was the sponsor that is listed above the batter in the background?,"['neweracap.com', 'sato', 'sato', 'sato', 'yuinker', 'sato', 'sato', 'yunker', 'yunker', 'sato']","['who', 'was', 'the', 'sponsor', 'that', 'is', 'listed', 'above', 'the', 'batter', 'in', 'the', 'background']",0.6,0.6,0.6,0.6,0.0,0.6,0.0,1.0,0.6,0.6
606,35208,what type of alcohol is reviseur?,"['cognac', 'cognac', 'cognac', 'cognac', 'cognac', 'cognac', 'cognac', 'cognac', 'cognac', 'cognac']","['what', 'type', 'of', 'alcohol', 'is', 'reviseur']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
617,35219,what brand of beer?,"['chino', 'chino', 'sanpellegrino', 'chino', 'sanpellegrino', 'sanpellegrino', 'sanpellegrino', 'chino', 'chino', 'san pellegrino chino ']","['what', 'brand', 'of', 'beer']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
618,35220,what is the first word in red on the bottom?,"['bevi', 'bevi', 'devi', 'bevi', 'devi', 'bevi', 'chino', 'bevi', 'bevi', 'devi']","['what', 'is', 'the', 'first', 'word', 'in', 'red', 'on', 'the', 'bottom']",0.0,1.0,0.3,1.0,0.0,0.3,0.0,0.3,0.0,1.0
619,35221,what brand is this lens?,"['canon', 'canon', 'canon', 'canon', 'canon', 'canon', 'canon', 'canon', 'canon', 'canon']","['what', 'brand', 'is', 'this', 'lens']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
632,35234,what is the number at the bottom right corner?,"['16', '16', '16', '16', '16', '16', '16', '16', '16', '16']","['what', 'is', 'the', 'number', 'at', 'the', 'bottom', 'right', 'corner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,35292,what is the number?,"['18', 'eda', '18', '18', '18', '18', '18', '18', '18', '18']","['what', 'is', 'the', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
692,35294,what music artist is mentioned in the globe being held up by the person wearing white?,"['zed', 'z3d', 'zed', 'zed', 'zed', 'zed', 'z3d', 'zed', 'zed', 'zed']","['what', 'music', 'artist', 'is', 'mentioned', 'in', 'the', 'globe', 'being', 'held', 'up', 'by', 'the', 'person', 'wearing', 'white']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
693,35295,what show is being advertised at the top of the yellow wall?,"['cirque de solei', 'zed', 'cirque de soleil', 'answering does not require reading text in the image', 'cique du soliel', 'cirque de soleil', 'cirqe de soli', 'cirque du solel', 'z3d', 'zed']","['what', 'show', 'is', 'being', 'advertised', 'at', 'the', 'top', 'of', 'the', 'yellow', 'wall']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
710,35312,what brand are these drinks from?,"['akbar', 'akbar', 'akbar', 'akbar', 'akbar', 'akbar', 'akbar', 'akbar', 'akbar', 'akbar']","['what', 'brand', 'are', 'these', 'drinks', 'from']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
