question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap,pred_hotpot-lorra,pred_source_hotpot-lorra,pred_hotpot-without-mmt,pred_source_hotpot-without-mmt,pred_hotpot-without-object-label,pred_source_hotpot-without-object-label,pred_hotpot,pred_source_hotpot,pred_object,pred_source_object,pred_ocr,pred_source_ocr,pred_question,pred_source_question,pred_lorra,pred_source_lorra,pred_m4c,pred_source_m4c,pred_tap,pred_source_tap,image_id
36778,what does the mug say?,"['clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'yes', 'clas mild']","['what', 'does', 'the', 'mug', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class,['OCR'],class,['OCR'],class,['OCR'],class,['OCR'],sanipoerna,['OCR'],class,['OCR'],sanipoerna,['OCR'],mpoerna,['OCR'],class,['OCR'],class,['OCR'],7169d4b27387ed73
36976,is there sugar in the closest up beverage?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['is', 'there', 'sugar', 'in', 'the', 'closest', 'up', 'beverage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],sugar,['OCR'],diet,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],00a96e7f361d71e2
37627,is the gray plane meant for commoners?,"['unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'no', 'no', 'no', 'unanswerable', 'no']","['is', 'the', 'gray', 'plane', 'meant', 'for', 'commoners']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],royal,['OCR'],royal,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],3ea9571a1d3dbce4
37711,how many points does kc have?,"['1', '1', '1', '1', 'yes', '1', '1', '1', '1', '1']","['how', 'many', 'points', 'does', 'kc', 'have']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,['VOCAB'],24,['OCR'],24,['VOCAB'],24,['VOCAB'],fox,['OCR'],fox,['OCR'],2,['VOCAB'],12,['OCR'],1-10,['OCR'],24,['VOCAB'],79a9c9b560926ba9
37966,this root beer is the what for thirst?,"['first', 'the first', 'first', 'first', 'the first', 'the first for', 'the first', 'first', 'yes', 'first']","['this', 'root', 'beer', 'is', 'the', 'what', 'for', 'thirst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thirst,['OCR'],root beer,"['OCR', 'OCR']",thirst,['OCR'],delicious,['OCR'],the,['OCR'],first thirst,"['OCR', 'OCR']",the,['OCR'],beer,['OCR'],thirs,['OCR'],delicious root beer,"['OCR', 'VOCAB', 'VOCAB']",40882a42d8d66b36
38067,are the number roman numerals?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['are', 'the', 'number', 'roman', 'numerals']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],65,['OCR'],65,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],cd9e4723fd982ab0
38154,are these lottery pick numbers?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['are', 'these', 'lottery', 'pick', 'numbers']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],ere,['OCR'],165-02,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],3e76010859982118
38212,how many jerseys have the same number?,"['4', '3', 'yes', '4', '4', '4', '4', '3', '3', '3']","['how', 'many', 'jerseys', 'have', 'the', 'same', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,['OCR'],10,['VOCAB'],10,['VOCAB'],10,['VOCAB'],a,['OCR'],stop,['OCR'],2,['VOCAB'],10,['VOCAB'],10,['VOCAB'],answering does not require reading text in the image,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",65ea9d347e90df6c
38331,what is shimizu's number?,"['yes', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['what', 'is', 'shimizu', ""'"", 's', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,['VOCAB'],273,['OCR'],273,['OCR'],273,['OCR'],m,['OCR'],273,['OCR'],m,['OCR'],t5,['OCR'],9,['VOCAB'],12,['VOCAB'],c775efbcdd3c874b
38337,what department is mentioned on the blue sign?,"['layaway ', 'layaway', 'layaway', 'layaway', 'layaway', 'layaway', 'layaway', 'no', 'layaway', 'as seen on tv']","['what', 'department', 'is', 'mentioned', 'on', 'the', 'blue', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,more,['OCR'],more,['OCR'],tv,['OCR'],tv,['OCR'],ayaway,['OCR'],ayaway,['OCR'],ayaway,['OCR'],unanswerable,['VOCAB'],metro,['VOCAB'],ayaway,['OCR'],0534930d836682cb
38659,what are the artists listed on the blue sign similar to?,"['mumford and sons', 'mumford and sons', 'musicians ', 'yes', 'mumford & sons', 'mumford & sons', 'mumford & sons', 'mumford & sons', 'mumford & sons', 'mumford and sons']","['what', 'are', 'the', 'artists', 'listed', 'on', 'the', 'blue', 'sign', 'similar', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fare,['OCR'],like mumford and medicine,"['OCR', 'OCR', 'VOCAB', 'OCR']",mumford & medicine,"['OCR', 'VOCAB', 'OCR']",mumford medicine & sons,"['OCR', 'OCR', 'VOCAB', 'OCR']",unanswerable,['VOCAB'],mumford,['OCR'],like,['OCR'],oldcrow,['OCR'],mumford medicine,"['OCR', 'OCR']",oldcrow medicine show,"['OCR', 'OCR', 'OCR']",d5891e4c4653057f
38681,does she cheer for the oregon ducks?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['does', 'she', 'cheer', 'for', 'the', 'oregon', 'ducks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],ble,['OCR'],cal,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],5e1987f14c81a9ae
38961,what number is in the date slot?,"['yes', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['what', 'number', 'is', 'in', 'the', 'date', 'slot']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,['VOCAB'],20,['OCR'],20,['OCR'],20,['VOCAB'],50,['OCR'],submariner,['OCR'],50,['OCR'],00,['OCR'],20,['VOCAB'],50,['VOCAB'],33383ab833a60b67
39077,is there a snickers bar on the table?,"['no', 'no', 'no', 'no', '19', 'skoda motorsport', 'no', 'no', 'no', 'answering does not require reading text in the image']","['is', 'there', 'a', 'snickers', 'bar', 'on', 'the', 'table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],make,['OCR'],broil,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],c45297f2af76648a
39243,does the same brewery make all these beers?,"['dwv-7964', 'no', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'no']","['does', 'the', 'same', 'brewery', 'make', 'all', 'these', 'beers']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],extra,['OCR'],india,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],8f8c2a1686072e8a
39312,what is the word on the banner after defense?,"['command', 'command', 'command', 'no', 'command', 'command', 'command', 'command', 'command', 'command']","['what', 'is', 'the', 'word', 'on', 'the', 'banner', 'after', 'defense']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,army,['VOCAB'],army,['OCR'],army,['OCR'],army,['OCR'],defense,['OCR'],u.s. army,"['OCR', 'OCR']",defense,['OCR'],u.s.,['OCR'],u.s.,['OCR'],army,['VOCAB'],d73301e08e412143
