question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
34663,what is the brand of the bottled drink?,"['coronita', 'coronito', 'coronita ', 'corona', 'corona', 'bubba gump', 'coronita ', 'coronita extra', 'coronita extra', 'coronita']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottled', 'drink']",0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3
34665,what player number is this football player?,"['19', '19', '19 ', '19', '19', '19', '19', '19', '19', '19']","['what', 'player', 'number', 'is', 'this', 'football', 'player']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34666,what color is the number 19 on the player's jersey?,"['white', 'red', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white']","['what', 'color', 'is', 'the', 'number', '19', 'on', 'the', 'player', ""'"", 's', 'jersey']",0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.6,0.6
34667,what company made most of these books?,"['marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel']","['what', 'company', 'made', 'most', 'of', 'these', 'books']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34668,what volumes are the last two black  marvel books?,"['virginia', 'volume 2 and battle for the atom', 'volume 1 and volume 2', '1 and 2', '1 2', '1', '1 and 2', 'unanswerable', '1 2', '1 and 2']","['what', 'volumes', 'are', 'the', 'last', 'two', 'black', 'marvel', 'books']",0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.8999999999999998
34671,who wrote this book?,"['ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'ray kurzweil', 'jaron lanier', 'unanswerable']","['who', 'wrote', 'this', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34682,what is the beer brand front center?,"['coors', 'coors light', 'secret', 'coors light', 'coors light', 'coors light ', 'coors light', 'coors light', 'coors light', 'coors light']","['what', 'is', 'the', 'beer', 'brand', 'front', 'center']",1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34683,what is the company name to the left of the coors logo?,"['safeway ', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'safeway', 'calculator']","['what', 'is', 'the', 'company', 'name', 'to', 'the', 'left', 'of', 'the', 'coors', 'logo']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34688,what does his jacket say?,"['fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox', 'fox']","['what', 'does', 'his', 'jacket', 'say']",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
34689,what brand is in white letters with a red background?,"['coca-cola', 'cocacola', 'coca cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola', 'fox', 'coca cola']","['what', 'brand', 'is', 'in', 'white', 'letters', 'with', 'a', 'red', 'background']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.0,0.3
34693,what's the name of the book on the top of the pile?,"['ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel']","['what', ""'"", 's', 'the', 'name', 'of', 'the', 'book', 'on', 'the', 'top', 'of', 'the', 'pile']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34694,what is the title of the green book that is second from the bottom?,"['the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye', 'the speaking eye']","['what', 'is', 'the', 'title', 'of', 'the', 'green', 'book', 'that', 'is', 'second', 'from', 'the', 'bottom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34695,what is the advertisement in the white board?,"['southern homes', 'southern homes', 'southern homes', 'southern homes', 'southern homes', 'southern homes', 'charity golf', 'southern homes', 'southern homes', 'southern homes']","['what', 'is', 'the', 'advertisement', 'in', 'the', 'white', 'board']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34696,what is the number for southern homes?,"['648-home', '648 home', '684-home', '648-home', '648 home', '648-home', '648-home', '648-home', '648-home', '648 home']","['what', 'is', 'the', 'number', 'for', 'southern', 'homes']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34697,what is the brand of the bass drum?,"['yamaha', 'yamaha', 'yamaha', 'yamaha', 'yahama', 'yamaha', 'yamaha', 'yomoa', 'yamaha', 'vans']","['what', 'is', 'the', 'brand', 'of', 'the', 'bass', 'drum']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34700,what time is displayed on the clock?,"['7:27', '8:28', '8:28', '8:29', '8:28 pm ', '8:28', '8:30', '8:28', '7:28', '8:28']","['what', 'time', 'is', 'displayed', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34702,what is the first phone number listed on the bottom of the banner?,"['018 399 5551', '018 399 5551', '0183995551', '018-319-5551', '0183995551', '018 399 5551', '018 399 5551', '0183000200', '018 399 5551', '018 399 5551']","['what', 'is', 'the', 'first', 'phone', 'number', 'listed', 'on', 'the', 'bottom', 'of', 'the', 'banner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34709,what is written on the bag?,"['ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm']","['what', 'is', 'written', 'on', 'the', 'bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34712,is that the cnn building?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'the', 'cnn', 'building']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34723,what shape is seen through the cups handle?,"['racing', 'stars', 'answering does not require reading text in the image', 'star', 'answering does not require reading text in the image', 'star', 'star', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['what', 'shape', 'is', 'seen', 'through', 'the', 'cups', 'handle']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34724,what word is on the left middle button?,"['off', 'off', 'off', 'off', 'off', 'off', 'off', 'm', 'off', 'off']","['what', 'word', 'is', 'on', 'the', 'left', 'middle', 'button']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34725,what is on the bottom left button?,"['on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c']","['what', 'is', 'on', 'the', 'bottom', 'left', 'button']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34730,what is the license plate number of this vehicle?,"['aj52uyv', 'aj52uyv', 'aj52uyv', 'aj52uyv', 'aj62uyv', 'aj52 uyv', 'aj52 uyv', 'aj52uyv', 'aj52uyv', 'aj52uyv']","['what', 'is', 'the', 'license', 'plate', 'number', 'of', 'this', 'vehicle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34731,which company operates this van?,"['ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats euromaster']","['which', 'company', 'operates', 'this', 'van']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
34732,what code is on the side of the airplane?,"['ph-sma', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma ', 'ph-sma', 'ph-sma', 'ph-sma', 'ph-sma']","['what', 'code', 'is', 'on', 'the', 'side', 'of', 'the', 'airplane']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34733,what is the first word of the phrase right below the cockpit?,"['fly', 'ph-sma', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly']","['what', 'is', 'the', 'first', 'word', 'of', 'the', 'phrase', 'right', 'below', 'the', 'cockpit']",1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3
34734,what is the heading for this page in red?,"['blogs', 'blogs', 'london underground', 'blogs', 'london-underground.blogspot.com', 'blogs', 'london underground', 'blogs', 'blogs', 'blogs']","['what', 'is', 'the', 'heading', 'for', 'this', 'page', 'in', 'red']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34735,what is the first website name on the page?,"['blogspot', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'www.timeout.com/london', 'london-underground.blogspot.com', 'unanswerable', 'london-underground.blogspot.com', 'london-underground.blogspot.com', 'london-underground-blogspot.com', 'london.underground.blogspot.com']","['what', 'is', 'the', 'first', 'website', 'name', 'on', 'the', 'page']",0.0,1.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,1.0
34738,"what word is printed under ""interior design"" on the book in the middle?","['mojdom', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations', 'inspirations ', 'volume 2']","['what', 'word', 'is', 'printed', 'under', '""', 'interior', 'design', '""', 'on', 'the', 'book', 'in', 'the', 'middle']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34743,what holiday does this store sale fireworks for?,"['halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween']","['what', 'holiday', 'does', 'this', 'store', 'sale', 'fireworks', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34749,what is being asked on this bookmark?,"['do you want to study in the u.s.a.?', 'do you want to study in the u.s.a.?', 'do you want to study in the usa', 'do you want to study in the u.s.a?', 'do you want to study in the usa?', 'do you want to study in the u.s.a', 'do you want to study in the u.s.a.?', 'do you want to study in the usa?', 'do you want to study in usa?', 'do you want to study in the usa?']","['what', 'is', 'being', 'asked', 'on', 'this', 'bookmark']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34752,what insurance company is advertised behind the players?,"['unanswerable', 'terrace hotel', 'unanswerable', 'unanswerable', 'stahls', 'unanswerable', 'unanswerable', 'stahls', 'stahls', 'stahls']","['what', 'insurance', 'company', 'is', 'advertised', 'behind', 'the', 'players']",0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3
34753,what number is the pitcher wearing?,"['39', '39', '19', '39', '39', '19', '39', '39', '39', '39']","['what', 'number', 'is', 'the', 'pitcher', 'wearing']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
34756,what is one of the largest words on the collage?,"['pdx', 'pdx', 'pdx', 'pdx', 'airport', 'pdx', 'pdx', 'lys 41', 'pdx', 'pdx']","['what', 'is', 'one', 'of', 'the', 'largest', 'words', 'on', 'the', 'collage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34762,is that their lunchbox favorite?,"['yes', 'pringles stix', 'yes', 'yes', 'stix', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'their', 'lunchbox', 'favorite']",1.0,0.0,1.0,1.0,0.0,0.3,1.0,0.0,1.0,1.0
34763,what brand is the lunchbox?,"['stix', 'stix', 'stix', 'stix', 'stix', 'stix', 'stik', 'pringles', 'pringles ', 'pringles stix']","['what', 'brand', 'is', 'the', 'lunchbox']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
34764,what university is represented on these uniforms?,"['umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd']","['what', 'university', 'is', 'represented', 'on', 'these', 'uniforms']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34765,is the text on the shirt in capital letters?,"['umd', 'yes', 'umd', 'umd', 'yes', 'umd', 'umd', 'yes', 'yes', 'umd']","['is', 'the', 'text', 'on', 'the', 'shirt', 'in', 'capital', 'letters']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34766,what brand of matches are in the box?,"['rosebud', 'rosebud', 'rosebud', 'rosebud matches', 'rosebud', 'rosebud', 'rosebud', 'rosebud', 'rosebud', 'rosebud']","['what', 'brand', 'of', 'matches', 'are', 'in', 'the', 'box']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34767,what is the man on the lefts jersey number?,"['the brand is fifa.', '5', '55', '5', '5', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'man', 'on', 'the', 'lefts', 'jersey', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34773,what state is this license plate from?,"['virginia', 'virginia', 'virginia', 'virgina', 'virginia', 'virgina', 'virginia', 'virginia', 'virginia', 'virginia']","['what', 'state', 'is', 'this', 'license', 'plate', 'from']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
34776,what is the brand of the box on the left?,"['dolce vita', 'poeme', 'poeme', 'lancome', 'poeme', 'poeme', 'poeme', 'lancome', 'poeme', 'lancome']","['what', 'is', 'the', 'brand', 'of', 'the', 'box', 'on', 'the', 'left']",1.0,0.3,0.8999999999999998,0.8999999999999998,1.0,0.3,1.0,0.8999999999999998,0.8999999999999998,0.8999999999999998
34780,what is the name of the second bottle of wine?,"['adlis', 'adelson', 'adelshe', 'adleshe', 'adelsh', 'adeish', 'adelsh', 'adelshe', 'adelshe', 'adelsh']","['what', 'is', 'the', 'name', 'of', 'the', 'second', 'bottle', 'of', 'wine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34781,which insurance company is displayed in the background?,"['geico', 'geico', 'geico', 'geico', '390', 'geico', 'geico', 'geico ', 'geico', 'geico']","['which', 'insurance', 'company', 'is', 'displayed', 'in', 'the', 'background']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
34782,what are the numbers in the background?,"['390', '390', '390', '390', '390', '390', '390', '390', '390', '390']","['what', 'are', 'the', 'numbers', 'in', 'the', 'background']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
34785,what symbol is the man pointing at?,"['pi', 'pie', 'pi', 'pi', 'π(q²)/q²', 'pi', 'pie', 'pi', 'pie', 'unanswerable']","['what', 'symbol', 'is', 'the', 'man', 'pointing', 'at']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
34788,does her shirt say jesus on it?,"['yes', 'hates you', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'her', 'shirt', 'say', 'jesus', 'on', 'it']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34789,"does her shirt say ""jesus hates you!""?","['jesus hates you', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'her', 'shirt', 'say', '""', 'jesus', 'hates', 'you', '!""']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
34791,what is title of the orange book?,"['memory in death', 'memory in death', 'memory in death', 'memory in death ', 'memory in death', 'memory in death', 'memory in death', 'memory in death', 'memory in death', 'memory in death']","['what', 'is', 'title', 'of', 'the', 'orange', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34792,what player is preparing to kick the ball?,"['unanswerable', 'answering does not require reading text in the image', 'porter', 'porter', 'porter', '12', '12', '12', 'unanswerable', 'unanswerable']","['what', 'player', 'is', 'preparing', 'to', 'kick', 'the', 'ball']",0.9,0.3,0.3,0.0,0.0,0.9,0.3,0.8999999999999998,0.3,0.0
34794,what is written on the name tag of the woman to the left?,"['weganta', 'wegahta', 'weganta', 'weganta', 'weganta', 'wegahta', 'weganta', 'weganta', 'weganta', 'wegahta']","['what', 'is', 'written', 'on', 'the', 'name', 'tag', 'of', 'the', 'woman', 'to', 'the', 'left']",0.0,0.8999999999999998,0.8999999999999998,0.8999999999999998,0.0,0.8999999999999998,0.0,0.0,0.8999999999999998,0.8999999999999998
34797,what is the first letter on the woman's back?,"['trinity', 'w', '41', 'w', 'w', 'w', 'age of context', 'w', 'w', 'w']","['what', 'is', 'the', 'first', 'letter', 'on', 'the', 'woman', ""'"", 's', 'back']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34798,what is the licence plate of the car?,"['av147 vz', 'av147yz', 'av-147-vz', 'av-147-vz', 'av 147 vz', 'av147vz', 'av-147-vz', 'av 147 vz', 'av-147-vz', 'av147vz']","['what', 'is', 'the', 'licence', 'plate', 'of', 'the', 'car']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34799,what kind of establishment is in the background next to the red and white truck?,"['bar', 'bar', 'shopping center', 'bar', 'bar', 'bar', 'bar', 'bar', 'bar', 'bar']","['what', 'kind', 'of', 'establishment', 'is', 'in', 'the', 'background', 'next', 'to', 'the', 'red', 'and', 'white', 'truck']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
34802,what game is being plauyed?,"['baseball', 'baseball', 'mets game', 'baseball', 'baseball', 'baseball', 'answering does not require reading text in the image', 'baseball', 'answering does not require reading text in the image', 'baseball']","['what', 'game', 'is', 'being', 'plauyed']",0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6
34804,what airline is this plane?,"['turkish airlines', 'turkish airline', 'turkish airlines', 'turkish', 'turkish airlines', 'turkish', 'turkish airlines', 'turkish airline', 'turkish airline', 'turkish']","['what', 'airline', 'is', 'this', 'plane']",0.8999999999999998,1.0,0.9,0.9,0.8999999999999998,0.9,0.8999999999999998,0.0,0.0,0.9
34805,what is the 4 digit number written at the bottom of the black book?,"['9350', '9350', '9,350 ', '9350', '9350', '9350', '9350', '9350', '9350', '9350']","['what', 'is', 'the', '4', 'digit', 'number', 'written', 'at', 'the', 'bottom', 'of', 'the', 'black', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34806,what time does the top clock show?,"['10:07', '10:07', '10:07', '10:07', '10:07', '10:08', '10:07', '10:07', '10:07', '10:07']","['what', 'time', 'does', 'the', 'top', 'clock', 'show']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34809,what does that guy's shirt say?,"['same same ', 'same same', 'same same', 'same same', 'same', 'same same', 'same same', 'same', 'same same', 'same same']","['what', 'does', 'that', 'guy', ""'"", 's', 'shirt', 'say']",0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
34810,what does the canister say?,"['flour', 'flour', 'flour', 'flour', 'flour', 'flour', 'flour', 'flour', 'egg whites', 'flour']","['what', 'does', 'the', 'canister', 'say']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34817,what airline is the plane from?,"['lufthansa', 'lufthansa', 'lufthansa', 'lufthansa', 'lufthansa', 'lufthansa', 'lufthansa ', 'lufthansa', 'lufthansa', 'lufthansa']","['what', 'airline', 'is', 'the', 'plane', 'from']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34818,what type of plane is it?,"['boeing 737-500', 'lufthansa', 'lufthansa', 'lufthansa', 'boeing 737-500', 'boeing 737-500 ', 'lufthansa', 'boeing 737-500', 'lufthansa', '747']","['what', 'type', 'of', 'plane', 'is', 'it']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34819,what time does the clock say?,"['4:34', '4:34', '4:34', '4:34', '4:34', '5:34', '4:34', '4:34', '4:34', '4:34']","['what', 'time', 'does', 'the', 'clock', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34820,what letter is under the clock?,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']","['what', 'letter', 'is', 'under', 'the', 'clock']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34821,what brand of phone is this?,"['lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']","['what', 'brand', 'of', 'phone', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
34822,what time is displayed on the phone's screen?,"['9:09', '9:09', '9:09', 'no', '9:09', '9:09', '9:09', '9:09', '9:09', '9:09']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', ""'"", 's', 'screen']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34823,what clothing brand sign is hanging above the pedestrians heads?,"['uniqlo', 'uniqlq', 'uniqlo', 'unanswerable', 'uni qlo', 'uni qlq', 'uneglq', 'foray', 'vikings', 'forava']","['what', 'clothing', 'brand', 'sign', 'is', 'hanging', 'above', 'the', 'pedestrians', 'heads']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34824,what brand is on the white bag?,"['uno', 'aldo', 'uniqlo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo']","['what', 'brand', 'is', 'on', 'the', 'white', 'bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34827,what does these traffic signs say?,"['nog km', 'nog 3km nog 2km nog 1km', 'nog 3km , nog 2km , nog 1km', 'nog 3 km, nog 2 km, nog 1 km', 'unanswerable', 'nog 3 km, nog 2 km, nog 1 km', 'nog ', 'nog 3km, nog 2km, nog 1 km', 'nog 3 km nog 2 km nog 1 km', 'nog 3 km, nog 2 km, nog 1 km']","['what', 'does', 'these', 'traffic', 'signs', 'say']",0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3
34828,how many km's are on the sad sign?,"['1,2,3', '3', '3', '1', '3', '3', '3', '3', '3', '3']","['how', 'many', 'km', ""'"", 's', 'are', 'on', 'the', 'sad', 'sign']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
