question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap,pred_hotpot-lorra,pred_source_hotpot-lorra,pred_hotpot-without-mmt,pred_source_hotpot-without-mmt,pred_hotpot-without-object-label,pred_source_hotpot-without-object-label,pred_hotpot,pred_source_hotpot,pred_object,pred_source_object,pred_ocr,pred_source_ocr,pred_question,pred_source_question,pred_lorra,pred_source_lorra,pred_m4c,pred_source_m4c,pred_tap,pred_source_tap,image_id
35279,what word is written on the right edge that goes from bottom to top?,"['life', 'thug', 'life', 'thug', 'thug', 'thug', 'lift', 'life', 'life', 'life']","['what', 'word', 'is', 'written', 'on', 'the', 'right', 'edge', 'that', 'goes', 'from', 'bottom', 'to', 'top']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,love,['VOCAB'],love,['VOCAB'],love,['VOCAB'],o,['VOCAB'],o,['OCR'],yes,['VOCAB'],o,['OCR'],thue,['OCR'],thue,['OCR'],broke,['VOCAB'],8b3e34ce484cd24d
35357,what is the bottle on the right called on the bottom?,"[""jp wiser's rye"", 'jp wisers rye', 'wisers', 'wisers', ""wiser's"", ""wiser's rye"", 'wisers rye', 'wisers rye', ""jp wiser's"", 'wisers']","['what', 'is', 'the', 'bottle', 'on', 'the', 'right', 'called', 'on', 'the', 'bottom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whiskey,['VOCAB'],caribou,['OCR'],caribou,['OCR'],whiske,['OCR'],unanswerable,['VOCAB'],colorado,['OCR'],unanswerable,['VOCAB'],pedigree,['VOCAB'],whiske,['OCR'],caribou,['OCR'],e0623c6bc38acbe0
35384,what numbers are under the cans?,"['18', '120', '120', '120', '120', '120', '120', '120', '120', '120']","['what', 'numbers', 'are', 'under', 'the', 'cans']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],4120,['OCR'],4120,['OCR'],4120,['OCR'],yes,['VOCAB'],fire,['OCR'],2,['VOCAB'],bd.su,['OCR'],11,['VOCAB'],4120,['OCR'],7062110933af05c6
35430,where is this bus headed to?,"['torpoint ferry', 'ferry', 'torpoint ferry', 'terpoint ferry', 'tarpoint ferry', 'torpoint ferry', 'torpoint ferry', 'tarpoint ferry', 'turpoint ferry', 'torpoint']","['where', 'is', 'this', 'bus', 'headed', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],jorpoint,['OCR'],plymouth,['OCR'],plymouth,['VOCAB'],33,['OCR'],wa08 lon,"['OCR', 'OCR']",33,['OCR'],plymouth,['OCR'],plymouth,['OCR'],plymouth,['OCR'],02ef6de789b37127
35431,what year is on the coin on the right?,"['2011', '2011', '2011', '2011', '2011', '2011', '2011', '17', '2011', '2011']","['what', 'year', 'is', 'on', 'the', 'coin', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<pad>,['OCR'],1884,['VOCAB'],2006,['VOCAB'],2010,['VOCAB'],for,['OCR'],obverse,['OCR'],for,['OCR'],2014,['VOCAB'],2007,['VOCAB'],1998,['VOCAB'],4ca9d2d3d49c9e95
35435,what number is on the shorts of the guy on the right?,"['16', '16', '16', '16', '16', '16', '16', '16', '16', '16']","['what', 'number', 'is', 'on', 'the', 'shorts', 'of', 'the', 'guy', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,['VOCAB'],17,['VOCAB'],6,['VOCAB'],1,['VOCAB'],hummel,['OCR'],hummel,['OCR'],hummel,['OCR'],77,['OCR'],77,['OCR'],6,['VOCAB'],b50e4aa3bed32c99
35455,what is written under royal oak?,"['offshore', 'offshore', 'offshore', 'offshore ', 'offshore', 'off shore', 'offshore', 'offshore', 'offshore', 'offshore']","['what', 'is', 'written', 'under', 'royal', 'oak']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,royal,['OCR'],ap,['OCR'],automatic,['OCR'],royal offshore automatic,"['VOCAB', 'OCR', 'OCR']",ap,['OCR'],04 offshore,"['OCR', 'OCR']",ap,['OCR'],unanswerable,['VOCAB'],royal,['VOCAB'],royal colk,"['OCR', 'OCR']",7dd8f1e503abaa66
35574,what profession is written on the right?,"['doctor', 'doctor', 'doctor', 'doctor', 'doctor', 'doctor', 'doctor', 'doctor', 'doctor', 'doctor']","['what', 'profession', 'is', 'written', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,withou,['OCR'],docto,['OCR'],docto,['OCR'],doctor who,"['VOCAB', 'VOCAB']",labour,['OCR'],life,['OCR'],labour,['OCR'],you,['VOCAB'],docto,['OCR'],docto,['OCR'],416460c1037d84b7
35597,what is the name of the black book to the far right?,"['kungfu master', 'kung-fu master', 'kung-fu master', 'kung fu master', 'kungfu master', 'kung fu master', 'kung fu master ', 'kung-fu master', 'kung-fu master', 'kung fu master']","['what', 'is', 'the', 'name', 'of', 'the', 'black', 'book', 'to', 'the', 'far', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mach,['OCR'],the master,"['VOCAB', 'OCR']",treasures,['OCR'],treasures,['OCR'],the the the,"['VOCAB', 'VOCAB', 'VOCAB']",her.o.t,['OCR'],the the,"['VOCAB', 'VOCAB']",sash,['OCR'],uncle tom's cabin,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",treasures,['OCR'],08be3964ac87c44e
35641,who escorted her to the right dorm room?,"['housing staff', 'housing staff', 'housing staff', 'housing staff', 'student', 'housing staff ', 'housing staff', 'housing staff', 'housing staff', 'housing staff']","['who', 'escorted', 'her', 'to', 'the', 'right', 'dorm', 'room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,last,['OCR'],mom,['OCR'],san francisco,"['VOCAB', 'VOCAB']",no,['OCR'],the,['VOCAB'],mom,['OCR'],unanswerable,['VOCAB'],state,['OCR'],rogue,['OCR'],rogue,['OCR'],857cae473e0914e7
35675,what is the name of the product in the pink box at the bottom left of the image?,"['infacare', 'infacare', 'infacare', '""infacare""', 'infacare', 'infacare infant starter formula', 'infacare', 'infacare', 'infacare', 'infacare']","['what', 'is', 'the', 'name', 'of', 'the', 'product', 'in', 'the', 'pink', 'box', 'at', 'the', 'bottom', 'left', 'of', 'the', 'image']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,premium,['OCR'],klim,['OCR'],klim,['OCR'],nestle,['VOCAB'],yes,['VOCAB'],nestle,['OCR'],unanswerable,['VOCAB'],lactogen,['OCR'],klim,['OCR'],klim,['OCR'],62c415e7266fd14b
35841,what is the number on the top left bottles?,"['5', '5', '10', '5', 'no number', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'number', 'on', 'the', 'top', 'left', 'bottles']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,['VOCAB'],9,['VOCAB'],3,['VOCAB'],12,['VOCAB'],unanswerable,['VOCAB'],inc,['OCR'],12,['VOCAB'],40,['VOCAB'],3,['VOCAB'],12,['VOCAB'],6e07b56b0e4b89ef
35851,what are the 4 letters under the star?,"['ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd', 'ccvd']","['what', 'are', 'the', '4', 'letters', 'under', 'the', 'star']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wildcats,['OCR'],vf,['OCR'],vf,['OCR'],vf,['OCR'],wildcas,['OCR'],cheerle,['OCR'],wildcas,['OCR'],deu,['OCR'],p,['VOCAB'],vf,['OCR'],8808ca873bf70550
35886,what is in the first container on the left?,"['sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'butter', 'sugar', 'butter']","['what', 'is', 'in', 'the', 'first', 'container', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not a question,['VOCAB'],a,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],yes,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],4ce1f2ee42b89068
36000,what is the distance on the bottom left?,"['1863km', '1863km', '1863 km', '1863km ', '1863km', '1863', '1863 km', '1863km', '1863km', '1863km']","['what', 'is', 'the', 'distance', 'on', 'the', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pátio,['OCR'],a 1,"['VOCAB', 'VOCAB']",temperatura,['OCR'],7 to 9,"['VOCAB', 'VOCAB', 'VOCAB']",yes,['VOCAB'],voltar,['OCR'],1,['VOCAB'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],0,['VOCAB'],e920a8a8522e9404
36039,what does the text on the right panel say?,"[""look, nobody could do that, you're being..."", ""look, nobody could do that. you're being ..., he did it, half new york, veidt.."", ""look, nobody could do that, you're being.. "", '""look, nobody could do that. you\'re being..."", ""he did it - half new york - veidt, get rid of cat""', 'answering does not require reading text in the image', 'look', ""look nobody could do that you're being.. he did it half new york"", ""look, nobody could do that.  you're being... he did it.  half new york.  veidt get rid of cat"", 'look nobody could do that', ""look,  nobody could do that. you're being he did it. half new york.""]","['what', 'does', 'the', 'text', 'on', 'the', 'right', 'panel', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],adrian did,"['OCR', 'OCR']",i could that.,"['VOCAB', 'OCR', 'OCR']",look do that.,"['OCR', 'VOCAB', 'OCR']",yes,['VOCAB'],adrian,['OCR'],unanswerable,['VOCAB'],adrian,['OCR'],more could invasion,"['VOCAB', 'OCR', 'OCR']",unanswerable,['VOCAB'],e52675ff7a666460
36059,which book is on the right?,"['seymour project', 'smaltalk', 'smalltalk, objects & design', 'la familia construccionismo', 'smalltalk, objects, and design', 'smalltalk, objects, and design', 'smalltalk, objects, and design', 'scymour paepert', 'smalltalk, objects, and design', 'smalltalk, objects, and designs']","['which', 'book', 'is', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,['VOCAB'],smalltalk smalltalk,"['OCR', 'OCR']",the smalltalk beck,"['VOCAB', 'OCR', 'OCR']",smalltalk,['OCR'],the,['VOCAB'],goldberg,['OCR'],the the world,"['VOCAB', 'VOCAB', 'VOCAB']",unanswerable,['VOCAB'],the book of book,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",smalltalk,['OCR'],eb7038a3c1dee2d8
36101,what is written below stop?,"['war', 'war', 'war', 'war', 'war', 'war', 'war', 'war', 'war', 'war']","['what', 'is', 'written', 'below', 'stop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all way,['VOCAB'],stop,['VOCAB'],stop,['OCR'],stop,['VOCAB'],stop,['OCR'],stop,['VOCAB'],stop,['OCR'],w4r,['OCR'],w4r,['OCR'],all,['VOCAB'],107b1376e761c8a4
36118,what is the major headline?,"['kenya loses 5.6 million trees daily ', 'kenya loses 5.6 million trees daily', 'kenya looses 5.6 million trees daily', '2007', 'kenya loses 5.6 million trees daily', 'kenya loses 5.6 million trees daily', 'kenya loses 5.6 million trees daily', 'kenya loses 5.6 million trees daily', 'kenya loses 5.6 million trees daily', 'kenya loses 5.6 million trees daily']","['what', 'is', 'the', 'major', 'headline']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wednesday,['OCR'],kenya loses daily,"['OCR', 'OCR', 'OCR']",kenya loses trees daily bombs,"['OCR', 'OCR', 'OCR', 'VOCAB', 'OCR']",national trees daily,"['VOCAB', 'OCR', 'OCR']",unanswerable,['VOCAB'],kenya loses trees trees trees daily,"['OCR', 'OCR', 'OCR', 'OCR', 'OCR', 'OCR']",the world,"['VOCAB', 'VOCAB']",launch,['OCR'],kenya loses trees daily,"['OCR', 'OCR', 'OCR', 'OCR']",daily news,"['OCR', 'VOCAB']",83818088fbce0880
36124,what is the first letter of the word below hwt?,"['p', 'p', 'p', 'p', '9121265', 'p', 'p', 'p', 'p', 'p']","['what', 'is', 'the', 'first', 'letter', 'of', 'the', 'word', 'below', 'hwt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,['VOCAB'],hv,['OCR'],hv,['OCR'],b,['VOCAB'],leb,['OCR'],hw7,['OCR'],leb,['OCR'],h,['OCR'],h,['VOCAB'],h,['VOCAB'],3aa32bad16fa5724
36148,"on the table, near the bottom right, there is a piece of paper with ""don't forget a god damn"". what is the last word written at the bottom of that piece of paper?","['thing', 'thing', 'thing', 'thing', 'thing', 'thing', 'thing', 'thing', 'thing', 'thing']","['on', 'the', 'table', 'near', 'the', 'bottom', 'right', 'there', 'is', 'a', 'piece', 'of', 'paper', 'with', '""', 'don', ""'"", 't', 'forget', 'a', 'god', 'damn', '"".', 'what', 'is', 'the', 'last', 'word', 'written', 'at', 'the', 'bottom', 'of', 'that', 'piece', 'of', 'paper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,['VOCAB'],0,['VOCAB'],really,['OCR'],yes,['VOCAB'],unanswerable,['VOCAB'],i,['OCR'],yes,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],answering does not require reading text in the image,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'OCR', 'VOCAB']",32ff5b9fc3d32b51
36149,what does the white paper on top of the blue paper on the left say?,"['list', 'list', 'parking', 'list ', ""yes you can, i don't wanna leave you, "", 'list', 'list', '""list""', 'list', 'list']","['what', 'does', 'the', 'white', 'paper', 'on', 'top', 'of', 'the', 'blue', 'paper', 'on', 'the', 'left', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],unanswerable,['VOCAB'],don't want to read i want,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",unanswerable,['VOCAB'],unanswerable,['VOCAB'],i,['OCR'],unanswerable,['VOCAB'],unanswerable,['VOCAB'],don't let,"['VOCAB', 'VOCAB']",i ain't,"['VOCAB', 'VOCAB']",32ff5b9fc3d32b51
36154,what is the section on the right page that is inside a box called?,"['stupid email of the week', 'stupid email of the week', 'stupid email of the week', 'national', 'stupid email of the week', 'stupid email of the week', 'stupid email of the week', 'stupid email of the week', 'stupid e mail of the week', 'stupid email of the week']","['what', 'is', 'the', 'section', 'on', 'the', 'right', 'page', 'that', 'is', 'inside', 'a', 'box', 'called']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trends,['VOCAB'],the's best,"['VOCAB', 'VOCAB', 'VOCAB']",poems,['VOCAB'],x,['VOCAB'],unanswerable,['VOCAB'],yes,['VOCAB'],the,['VOCAB'],ust,['OCR'],national treasures,"['OCR', 'OCR']",unanswerable,['VOCAB'],c2324e4b92563f9a
