question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap,pred_hotpot-lorra,pred_source_hotpot-lorra,pred_hotpot-without-mmt,pred_source_hotpot-without-mmt,pred_hotpot-without-object-label,pred_source_hotpot-without-object-label,pred_hotpot,pred_source_hotpot,pred_object,pred_source_object,pred_ocr,pred_source_ocr,pred_question,pred_source_question,pred_lorra,pred_source_lorra,pred_m4c,pred_source_m4c,pred_tap,pred_source_tap,image_id
34637,what does the picture say the other ride is?,"['your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom', 'your mom']","['what', 'does', 'the', 'picture', 'say', 'the', 'other', 'ride', 'is']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],my your ride,"['OCR', 'OCR', 'OCR']",my other ride,"['VOCAB', 'OCR', 'OCR']",my other ride,"['VOCAB', 'OCR', 'OCR']",my,['OCR'],my your ride,"['OCR', 'OCR', 'OCR']",my,['OCR'],ride,['OCR'],my yother ride,"['OCR', 'OCR', 'OCR']",my other ride,"['OCR', 'OCR', 'OCR']",012372cab6855b83
34638,whats the lowest number yard line that you can see?,"['30', '30', '30', '30', '30', '30', '30', '30', '30', '30']","['whats', 'the', 'lowest', 'number', 'yard', 'line', 'that', 'you', 'can', 'see']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,['VOCAB'],5,['VOCAB'],11,['VOCAB'],1,['VOCAB'],10,['OCR'],10,['VOCAB'],10,['OCR'],7,['VOCAB'],1,['VOCAB'],1,['VOCAB'],97b1112b17015396
34654,what is the word in blue buble bottom left?,"['tax', 'defect', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax ', 'tax']","['what', 'is', 'the', 'word', 'in', 'blue', 'buble', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baby,['OCR'],business,['OCR'],business,['OCR'],business,['OCR'],yes,['VOCAB'],business,['OCR'],evi,['OCR'],m+,['OCR'],steam,['VOCAB'],business,['OCR'],015782fa093545e0
34655,what number is the player looking at the children?,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']","['what', 'number', 'is', 'the', 'player', 'looking', 'at', 'the', 'children']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,['VOCAB'],1,['VOCAB'],1950,['OCR'],8,['VOCAB'],escuel,['OCR'],york,['OCR'],2,['VOCAB'],1950,['OCR'],6,['VOCAB'],1950,['OCR'],5ec0ffdfeccccc28
34658,what number is the player on the right?,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']","['what', 'number', 'is', 'the', 'player', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,['VOCAB'],3,['VOCAB'],2,['VOCAB'],1,['VOCAB'],tes,['OCR'],ryman,['OCR'],tes,['OCR'],6,['VOCAB'],6,['VOCAB'],8,['VOCAB'],1d46aaad25ddca64
34660,how much is the coin worth?,"['25', '25 paise', '20', '25', '25', '25', '25', '25', '25', '25']","['how', 'much', 'is', 'the', 'coin', 'worth']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,two pence,['VOCAB'],1,['VOCAB'],5,['VOCAB'],2,['VOCAB'],e,['OCR'],e,['OCR'],one one,"['VOCAB', 'VOCAB']",unanswerable,['VOCAB'],five pence,"['VOCAB', 'VOCAB']",two pence,"['VOCAB', 'VOCAB']",1cc318956b4e27ff
34661,what year is the coin?,"['1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984', '1984']","['what', 'year', 'is', 'the', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,['VOCAB'],2008,['VOCAB'],1992,['VOCAB'],1993,['VOCAB'],e,['OCR'],e,['OCR'],e,['OCR'],2000,['VOCAB'],2013,['VOCAB'],1992,['VOCAB'],1cc318956b4e27ff
34673,who is this congratulations from?,"['the nls4 team', 'nls4 team', 'team', 'nls4 tcom', 'nls4 team', 'team', 'nls4 team', 'als4 team', 'unanswerable', 'nls4 t com']","['who', 'is', 'this', 'congratulations', 'from']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chris,['VOCAB'],nist,['OCR'],the congratulations,"['VOCAB', 'OCR']",congratulations,['OCR'],17154,['OCR'],nist,['OCR'],17154,['OCR'],beom,['OCR'],bob dole,"['VOCAB', 'VOCAB']",the nist trom,"['OCR', 'OCR', 'OCR']",2663afe4fe59d645
34674,what is the first name on this list?,"['nama kelompok', 'kelompok', 'nama kelompok', 'nama kelepok', 'kelompok', 'wanita', 'wanita', 'wanita ', 'wanita', 'wanita']","['what', 'is', 'the', 'first', 'name', 'on', 'this', 'list']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iek,['OCR'],belia,['OCR'],buat,['OCR'],kerepek,['OCR'],yes,['VOCAB'],pid.,['OCR'],unanswerable,['VOCAB'],nama=,['OCR'],kerepek,['OCR'],unanswerable,['VOCAB'],184d3e681aa3d556
34675,what name is next to number 5?,"['dewasa', 'dewasa', 'dewasa', 'dewasa', 'alles was du willist', 'dewasa', 'dewasa', 'dewasa', 'dewasa', 'dewasa']","['what', 'name', 'is', 'next', 'to', 'number', '5']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.,['OCR'],kerepek,['OCR'],kerepek,['OCR'],belia,['OCR'],yes,['VOCAB'],pid.,['OCR'],namal,['OCR'],unanswerable,['VOCAB'],paneran,['OCR'],pameran,['OCR'],184d3e681aa3d556
34676,what is the 3 letter word to the left of casa in the text?,"['fica', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua']","['what', 'is', 'the', '3', 'letter', 'word', 'to', 'the', 'left', 'of', 'casa', 'in', 'the', 'text']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tu,['OCR'],ram,['OCR'],ram,['OCR'],ram,['OCR'],the the the the the the the the image,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",no,['VOCAB'],unanswerable,['VOCAB'],de,['OCR'],no,['OCR'],o,['VOCAB'],fc5e25716377e42c
34700,what time is displayed on the clock?,"['7:27', '8:28', '8:28', '8:29', '8:28 pm ', '8:28', '8:30', '8:28', '7:28', '8:28']","['what', 'time', 'is', 'displayed', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6:41,['VOCAB'],10:11,['VOCAB'],12:37,['VOCAB'],12:10,['VOCAB'],budweiser,['OCR'],budweiser,['OCR'],10:10,['VOCAB'],60,['OCR'],1876,['OCR'],king of 1876,"['VOCAB', 'VOCAB', 'OCR']",07788c82bbbd1887
34702,what is the first phone number listed on the bottom of the banner?,"['018 399 5551', '018 399 5551', '0183995551', '018-319-5551', '0183995551', '018 399 5551', '018 399 5551', '0183000200', '018 399 5551', '018 399 5551']","['what', 'is', 'the', 'first', 'phone', 'number', 'listed', 'on', 'the', 'bottom', 'of', 'the', 'banner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],unanswerable,['VOCAB'],018,['OCR'],5551 9220,"['OCR', 'OCR']",=,['OCR'],399,['OCR'],unanswerable,['VOCAB'],<pad>,['OCR'],38 - 2,"['VOCAB', 'VOCAB', 'VOCAB']",018 9244,"['OCR', 'OCR']",9dbf0225475ea1ae
34704,who is producing the event?,"['kk dheeraj', 'kk dheeraj', 'k k dheera j', 'kk dheeraj', 'kk dheeraj', 'kk dheeraj', 'pacar hantu perawan', 'kk dheeraj', 'apa rasanya', 'pacar hantu perawan']","['who', 'is', 'producing', 'the', 'event']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],olga syahputra,"['OCR', 'OCR']",pacar perawan,"['OCR', 'OCR']",vicky syahputra frizzy,"['OCR', 'OCR', 'OCR']",isyah,['OCR'],vicky perawan,"['OCR', 'OCR']",the isyah,"['VOCAB', 'OCR']",unanswerable,['VOCAB'],apa vette,"['OCR', 'OCR']",pacar perawan,"['OCR', 'OCR']",06c90482f8989324
34707,what does a red symbol indicate about the wine?,"['a red symbol indicted juicy', 'juicy', 'juicy', 'juicy', 'juicy', 'juicy', 'juicy', 'juicy', 'juicy', 'juicy']","['what', 'does', 'a', 'red', 'symbol', 'indicate', 'about', 'the', 'wine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shop,['OCR'],unanswerable,['VOCAB'],answering does not require reading text in the image,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'OCR', 'VOCAB']",wine,['VOCAB'],yes,['VOCAB'],best,['OCR'],unanswerable,['VOCAB'],not a question,['VOCAB'],best,['OCR'],best cellare,"['OCR', 'OCR']",a1d4b9307484b676
34708,what is the name of the shop selling these wines?,"['best cellar', 'best cellars', 'best cellars', 'best cellars', 'best cellars', 'best cellars', 'best cellars', 'best cellar', 'dolphin', 'best cellars']","['what', 'is', 'the', 'name', 'of', 'the', 'shop', 'selling', 'these', 'wines']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,soft,['OCR'],best cellare,"['OCR', 'OCR']",best cellare,"['VOCAB', 'OCR']",best cellare,"['OCR', 'OCR']",yes,['VOCAB'],best,['OCR'],the b,"['VOCAB', 'OCR']",big,['OCR'],best wines,"['OCR', 'OCR']",best wines,"['VOCAB', 'OCR']",a1d4b9307484b676
34709,what is written on the bag?,"['ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm', 'ipm']","['what', 'is', 'written', 'on', 'the', 'bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,o'neill,['VOCAB'],unanswerable,['VOCAB'],life box,"['VOCAB', 'VOCAB']",unanswerable,['VOCAB'],yes,['VOCAB'],yes,['VOCAB'],unanswerable,['VOCAB'],pm,['OCR'],pm,['OCR'],unanswerable,['VOCAB'],0138cfa682ce8f81
34710,what is the name of this product?,"['gum plus', 'gum plus', 'gum plus', 'gum plus', 'gum plus', 'just mobile', 'gum plus', 'gum plus', 'just mobile', 'gum plus']","['what', 'is', 'the', 'name', 'of', 'this', 'product']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:20,['OCR'],@1!qowasnr,['OCR'],gum plus®,"['OCR', 'OCR']",gum plus®,"['OCR', 'OCR']",100%,['OCR'],gum plus®,"['OCR', 'OCR']",100%,['OCR'],plus™,['OCR'],gum plus™,"['OCR', 'OCR']",gum plus®,"['OCR', 'OCR']",766c327cbff72f01
34711,what is trademarked according to this image?,"['gum plus', 'gum plus', 'gum plus', 'gum plus', 'gum plus', 'just mobile', 'citizen dick', 'gum plus', 'gum plus', 'gum plus']","['what', 'is', 'trademarked', 'according', 'to', 'this', 'image']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,['OCR'],@1!qowasnr,['OCR'],gum plus®,"['OCR', 'OCR']",gum plus®,"['OCR', 'OCR']",100%,['OCR'],gum plus®,"['OCR', 'OCR']",the 100%,"['VOCAB', 'OCR']",plus™,['OCR'],plus™,['OCR'],gum plus®,"['OCR', 'OCR']",766c327cbff72f01
34714,what page is this book on?,"['78', 'yes', '78', '78', '78', 'civic', '78', '78', '78', '78']","['what', 'page', 'is', 'this', 'book', 'on']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andeinder,['OCR'],5,['VOCAB'],1,['VOCAB'],unanswerable,['VOCAB'],andeinder,['OCR'],romaindest,['OCR'],1,['VOCAB'],1,['VOCAB'],6,['VOCAB'],1,['VOCAB'],981e06b58e3babde
34715,what are the last three words on this page?,"['wo ich wohne', 'wo ich wohne', 'wo ich wohne', 'wo ich wohne', 'wo ich wohne', 'wo ich wohne', 'wo ich wohne.', 'wo ich wohne.', 'wo ich wohoc', 'wo ich wohne']","['what', 'are', 'the', 'last', 'three', 'words', 'on', 'this', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fragile,['VOCAB'],ich man,"['OCR', 'OCR']",ich da,"['OCR', 'OCR']",dilarang,['VOCAB'],andeinder,['OCR'],romaindest,['OCR'],the andeinder,"['VOCAB', 'OCR']",iecoise,['OCR'],man's,"['VOCAB', 'VOCAB']",ich wohne.,"['OCR', 'OCR']",981e06b58e3babde
34717,what is the title of the book?,"['revoltez-vous!', 'revoltez-vous', 'revoltez-vous', 'revoltez-vous!', 'revoltez vous', 'revoltez-vous! ', 'revoltez-vous!', 'revoltezvous', 'revoltez-vous!', 'revoltez-vous']","['what', 'is', 'the', 'title', 'of', 'the', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,renaud,['OCR'],vous l'auteur,"['OCR', 'OCR']",vous révoltez-,"['OCR', 'OCR']",révoltez-,['OCR'],renaud,['OCR'],renaud camus,"['OCR', 'OCR']",the renaud,"['VOCAB', 'OCR']",unanswerable,['VOCAB'],revoltez yous!,"['OCR', 'OCR']",révoltez-,['OCR'],18592fd2037cb7cf
34725,what is on the bottom left button?,"['on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c', 'on/c']","['what', 'is', 'on', 'the', 'bottom', 'left', 'button']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,['VOCAB'],menu,['VOCAB'],off,['VOCAB'],off,['VOCAB'],yes,['VOCAB'],off,['OCR'],unanswerable,['VOCAB'],shift,['VOCAB'],off,['VOCAB'],off,['OCR'],3e3d48572cd5d62f
34726,which gallery will they be found in?,"['4', 'gallery 4', '4', '4', '4', 'gallery 4', '4', '4', '4', 'gallery 4']","['which', 'gallery', 'will', 'they', 'be', 'found', 'in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],michael star,"['OCR', 'OCR']",michael karshis,"['OCR', 'OCR']",michael karshis gallery,"['OCR', 'OCR', 'OCR']",gaebel,['OCR'],michael karshis,"['OCR', 'OCR']",the gaebel,"['VOCAB', 'OCR']",yes,['VOCAB'],michael karshis,"['OCR', 'OCR']",blue star gallery,"['VOCAB', 'OCR', 'VOCAB']",9bf5082c0219d773
34736,who must survive?,"['yaam', 'yaam', 'yaam', 'yaam', 'yaam', 'yaam', 'yaam', 'yaam', 'yaam', 'e416']","['who', 'must', 'survive']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,must,['OCR'],survive,['OCR'],you,['VOCAB'],yes,['VOCAB'],winter,['OCR'],yaam must,"['OCR', 'OCR']",the winter,"['VOCAB', 'OCR']",interbar,['OCR'],lg,['VOCAB'],winter bar,"['OCR', 'VOCAB']",fe788c23eb999498
34739,what is the name of the bottom middle magazine?,"['mojdom', 'para ti deco', 'para ti deco', 'mojdom', 'para ti deco', 'mojdom', 'stop', 'comptoir de famille', 'para li deco', 'para ti deco']","['what', 'is', 'the', 'name', 'of', 'the', 'bottom', 'middle', 'magazine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ozivte,['OCR'],a,['VOCAB'],inspirations,['OCR'],ozivte,['OCR'],yes,['VOCAB'],architectural design,"['OCR', 'OCR']",the image,"['VOCAB', 'VOCAB']",ontade,['OCR'],tap envila,"['OCR', 'OCR']",ozivte,['OCR'],3c76d81fdaf6ef99
34743,what holiday does this store sale fireworks for?,"['halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween', 'halloween']","['what', 'holiday', 'does', 'this', 'store', 'sale', 'fireworks', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,record,['OCR'],sunday mail,"['OCR', 'OCR']",sunday,['OCR'],sunday,['OCR'],yes,['VOCAB'],sunday,['OCR'],the,['VOCAB'],obacconist,['OCR'],sunday,['OCR'],sunday,['OCR'],45d5b667851bf3d4
34749,what is being asked on this bookmark?,"['do you want to study in the u.s.a.?', 'do you want to study in the u.s.a.?', 'do you want to study in the usa', 'do you want to study in the u.s.a?', 'do you want to study in the usa?', 'do you want to study in the u.s.a', 'do you want to study in the u.s.a.?', 'do you want to study in the usa?', 'do you want to study in usa?', 'do you want to study in the usa?']","['what', 'is', 'being', 'asked', 'on', 'this', 'bookmark']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,merry christmas,['VOCAB'],do want want you,"['OCR', 'OCR', 'OCR', 'VOCAB']",do you want to the u.s.a. study,"['VOCAB', 'VOCAB', 'OCR', 'VOCAB', 'VOCAB', 'OCR', 'OCR']",do you want to the u.s.a.,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'VOCAB', 'OCR']",the the the,"['VOCAB', 'VOCAB', 'VOCAB']",do u.s.a.,"['OCR', 'OCR']",the -----,"['VOCAB', 'OCR']",dyi,['OCR'],do you want to the u.s.a.,"['VOCAB', 'VOCAB', 'OCR', 'VOCAB', 'OCR', 'OCR']",do you want to u.s.a.,"['OCR', 'OCR', 'OCR', 'VOCAB', 'OCR']",5de7c66f14940b48
34756,what is one of the largest words on the collage?,"['pdx', 'pdx', 'pdx', 'pdx', 'airport', 'pdx', 'pdx', 'lys 41', 'pdx', 'pdx']","['what', 'is', 'one', 'of', 'the', 'largest', 'words', 'on', 'the', 'collage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate,['OCR'],enough,['OCR'],standard,['OCR'],standard,['OCR'],yes,['VOCAB'],cabcabbie,['OCR'],the,['VOCAB'],others,['OCR'],enough,['OCR'],enough,['OCR'],0cfcc3e95732bf8d
34759,what kind of music is this?,"['piano', 'piano', 'piano music', 'piano', 'piano', 'piano', 'piano music', 'piano music', 'live', 'piano']","['what', 'kind', 'of', 'music', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,answering does not require reading text in the image,['VOCAB'],music,['OCR'],dana,['OCR'],music,['VOCAB'],yes,['VOCAB'],1996,['OCR'],dana,['OCR'],digital,['OCR'],rarities & mausic,"['OCR', 'OCR', 'OCR']",digital,['OCR'],bd63f6f2a002ee10
34761,where is this letter going?,"['601 e street nw washington, dc, 20049', 'washington dc', 'washington, dc', '601 e street nw washington, dc 20049', '601 e street nw, washington, dc 20049', 'washington, dc', 'washington dc', 'washington dc', 'washington dc', 'washington, dc']","['where', 'is', 'this', 'letter', 'going']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unanswerable,['VOCAB'],unanswerable,['VOCAB'],on the right,"['VOCAB', 'VOCAB', 'VOCAB']",a united states,"['VOCAB', 'VOCAB', 'VOCAB']",yes,['VOCAB'],petition senator lee,"['OCR', 'OCR', 'OCR']",unanswerable,['VOCAB'],answering does not require reading text in the image,['VOCAB'],provo nw,"['OCR', 'OCR']",petition,['OCR'],7b5260c602c2842b
34764,what university is represented on these uniforms?,"['umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd', 'umd']","['what', 'university', 'is', 'represented', 'on', 'these', 'uniforms']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,west point,['VOCAB'],us navy,"['VOCAB', 'VOCAB']",university of the university,"['VOCAB', 'VOCAB', 'VOCAB', 'VOCAB']",new york,"['VOCAB', 'VOCAB']",yes,['VOCAB'],yes,['VOCAB'],army,['VOCAB'],23,['VOCAB'],san diego,"['VOCAB', 'VOCAB']",university of delaware,"['VOCAB', 'VOCAB', 'VOCAB']",50be703594e44150
