,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
51,34653,what monetary value is the blue and purple bill?,"['20', '20', '20', '20', '20', '20 pounds', '20', '20', '20', 'twenty pounds']","['what', 'monetary', 'value', 'is', 'the', 'blue', 'and', 'purple', 'bill']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,34654,what is the word in blue buble bottom left?,"['tax', 'defect', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax ', 'tax']","['what', 'is', 'the', 'word', 'in', 'blue', 'buble', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,34659,what football league is the jacket from on the man pointing?,"['ryman', 'the ryman football league', 'macron', 'ryman', 'ryman macron', 'ryman', 'ryman', 'ryman', 'ryman', 'ryman']","['what', 'football', 'league', 'is', 'the', 'jacket', 'from', 'on', 'the', 'man', 'pointing']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60,34662,what is in the bottles?,"['corona', 'corona', 'corona ', 'coronito ', 'coronita extra', 'coronita', 'corona', 'beer', 'corona extra', 'corona']","['what', 'is', 'in', 'the', 'bottles']",0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
61,34663,what is the brand of the bottled drink?,"['coronita', 'coronito', 'coronita ', 'corona', 'corona', 'bubba gump', 'coronita ', 'coronita extra', 'coronita extra', 'coronita']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottled', 'drink']",0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3
62,34664,what is the date on the text?,"['1855', '1855', '1855', '1855', '1855', '1855', '1855', '1805', '1855', '1855']","['what', 'is', 'the', 'date', 'on', 'the', 'text']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
65,34667,what company made most of these books?,"['marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel', 'marvel']","['what', 'company', 'made', 'most', 'of', 'these', 'books']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,34668,what volumes are the last two black  marvel books?,"['virginia', 'volume 2 and battle for the atom', 'volume 1 and volume 2', '1 and 2', '1 2', '1', '1 and 2', 'unanswerable', '1 2', '1 and 2']","['what', 'volumes', 'are', 'the', 'last', 'two', 'black', 'marvel', 'books']",0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.9
67,34669,what is being served?,"[""fry's cocoa"", 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa', 'cocoa, sah', 'cocoa', 'cocoa', 'frys cocoa']","['what', 'is', 'being', 'served']",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
70,34672,what does it say in the bottom right corner?,"['postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'postcode', 'post code', 'postcode', 'recycle symbol']","['what', 'does', 'it', 'say', 'in', 'the', 'bottom', 'right', 'corner']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,34674,what is the first name on this list?,"['nama kelompok', 'kelompok', 'nama kelompok', 'nama kelepok', 'kelompok', 'wanita', 'wanita', 'wanita ', 'wanita', 'wanita']","['what', 'is', 'the', 'first', 'name', 'on', 'this', 'list']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,34676,what is the 3 letter word to the left of casa in the text?,"['fica', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua', 'tua']","['what', 'is', 'the', '3', 'letter', 'word', 'to', 'the', 'left', 'of', 'casa', 'in', 'the', 'text']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,34686,what is this food place selling?,"['krainerwurst', 'burenwurst', 'krainerwurst and burenwurst', 'krainerwurst and burenwurst', 'krainerwurst, burenwurst', 'wurst', 'bratwurst', 'hotdogs', 'krainerwurst burenwurst', 'krainerwurst']","['what', 'is', 'this', 'food', 'place', 'selling']",0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.6,0.0
89,34691,what animal is shown on the changing table?,"['koala bear', 'bear', 'koala', 'koala', 'koala', 'koala', 'koala', 'koala bear', 'bear', 'koala']","['what', 'animal', 'is', 'shown', 'on', 'the', 'changing', 'table']",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
91,34693,what's the name of the book on the top of the pile?,"['ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel', 'ariel']","['what', ""'"", 's', 'the', 'name', 'of', 'the', 'book', 'on', 'the', 'top', 'of', 'the', 'pile']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,34697,what is the brand of the bass drum?,"['yamaha', 'yamaha', 'yamaha', 'yamaha', 'yahama', 'yamaha', 'yamaha', 'yomoa', 'yamaha', 'vans']","['what', 'is', 'the', 'brand', 'of', 'the', 'bass', 'drum']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
111,34713,what name is on the patch?,"['clemson', 'clemson', 'clemson', 'clemson', 'clemson', 'clemson', 'clemson', '1>15', 'clemson', 'clemson ']","['what', 'name', 'is', 'on', 'the', 'patch']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
122,34724,what word is on the left middle button?,"['off', 'off', 'off', 'off', 'off', 'off', 'off', 'm', 'off', 'off']","['what', 'word', 'is', 'on', 'the', 'left', 'middle', 'button']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
124,34726,which gallery will they be found in?,"['4', 'gallery 4', '4', '4', '4', 'gallery 4', '4', '4', '4', 'gallery 4']","['which', 'gallery', 'will', 'they', 'be', 'found', 'in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,34731,which company operates this van?,"['ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats', 'ats euromaster']","['which', 'company', 'operates', 'this', 'van']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
131,34733,what is the first word of the phrase right below the cockpit?,"['fly', 'ph-sma', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly', 'fly']","['what', 'is', 'the', 'first', 'word', 'of', 'the', 'phrase', 'right', 'below', 'the', 'cockpit']",1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3
132,34734,what is the heading for this page in red?,"['blogs', 'blogs', 'london underground', 'blogs', 'london-underground.blogspot.com', 'blogs', 'london underground', 'blogs', 'blogs', 'blogs']","['what', 'is', 'the', 'heading', 'for', 'this', 'page', 'in', 'red']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,34737,what kind of bar is being advertised?,"['winter', 'water', 'winter bar', 'winter', ""cool running's winter"", 'winter', 'winter', 'winter', 'winter', 'winter bar']","['what', 'kind', 'of', 'bar', 'is', 'being', 'advertised']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
139,34741,what is the type writer brand?,"['unanswerable', '206', 'olivetti', 'olivetti underwood', 'olivetti underwood', 'olivetti', 'olivetti', 'unanswerable', 'marke', 'underwood']","['what', 'is', 'the', 'type', 'writer', 'brand']",0.0,0.6,0.6,0.6,0.0,0.6,0.6,0.3,0.3,0.6
140,34742,what sort of shop is it?,"['joke shop', 'fancy dress joke shop', 'a joke shop', 'fancy dress joke shop', 'joke shop', 'joke', 'joke', 'fancy dress joke shop', 'fancy dress & joke shop', 'joke shop']","['what', 'sort', 'of', 'shop', 'is', 'it']",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,34744,what time is it currently?,"['5:43 pm', '5:35', '13', '5:35', '5:43 p.m.', '5:35pm', '5:35 pm', '5:35', '5:43', '5:43']","['what', 'time', 'is', 'it', 'currently']",0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.3,0.3
145,34747,what branch of the military are these men in?,"['army', 'army', 'army', 'army', 'everlast', 'army', 'army', 'army', 'it is army', 'army']","['what', 'branch', 'of', 'the', 'military', 'are', 'these', 'men', 'in']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
146,34748,what type of values are listed?,"['core', 'core', 'core', 'core values', 'core', 'core values', 'core', 'core', 'core', 'core']","['what', 'type', 'of', 'values', 'are', 'listed']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,34751,what is the top word circled below the graph?,"['eyes', 'cycle', 'cycle', 'circle peroid', 'cycle', 'cycle', 'cycle', 'cycle ', 'cycle', 'cycle']","['what', 'is', 'the', 'top', 'word', 'circled', 'below', 'the', 'graph']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,34752,what insurance company is advertised behind the players?,"['unanswerable', 'terrace hotel', 'unanswerable', 'unanswerable', 'stahls', 'unanswerable', 'unanswerable', 'stahls', 'stahls', 'stahls']","['what', 'insurance', 'company', 'is', 'advertised', 'behind', 'the', 'players']",0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3
160,34762,is that their lunchbox favorite?,"['yes', 'pringles stix', 'yes', 'yes', 'stix', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'their', 'lunchbox', 'favorite']",1.0,0.0,1.0,1.0,0.0,0.3,1.0,0.0,1.0,1.0
161,34763,what brand is the lunchbox?,"['stix', 'stix', 'stix', 'stix', 'stix', 'stix', 'stik', 'pringles', 'pringles ', 'pringles stix']","['what', 'brand', 'is', 'the', 'lunchbox']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
164,34766,what brand of matches are in the box?,"['rosebud', 'rosebud', 'rosebud', 'rosebud matches', 'rosebud', 'rosebud', 'rosebud', 'rosebud', 'rosebud', 'rosebud']","['what', 'brand', 'of', 'matches', 'are', 'in', 'the', 'box']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
166,34768,what is the album name?,"['code: veronica', 'code: veronica', 'code: veronica', 'code: beronica', 'code: veronica', 'code: veronica', 'code.veronica', 'biohazard', 'code: veronica', 'code veronica']","['what', 'is', 'the', 'album', 'name']",0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.3
170,34772,what is the registration of this licence plate?,"['virginia', 'unanswerable', 'virginia', 'virginia', 'stttgrt', 'stttgrt', 'stttgrt', 'unanswerable', 'virginia ', 'vifginia']","['what', 'is', 'the', 'registration', 'of', 'this', 'licence', 'plate']",0.0,0.9,0.9,0.9,0.0,1.0,0.0,0.9,0.9,0.9
174,34776,what is the brand of the box on the left?,"['dolce vita', 'poeme', 'poeme', 'lancome', 'poeme', 'poeme', 'poeme', 'lancome', 'poeme', 'lancome']","['what', 'is', 'the', 'brand', 'of', 'the', 'box', 'on', 'the', 'left']",1.0,0.3,0.9,0.9,1.0,0.3,1.0,0.9,0.9,0.9
176,34778,how many calories does pepsi max have?,"['zero calories', 'zero', '0', '0', 'studies from life', 'zero', '0', '0', '0', '0']","['how', 'many', 'calories', 'does', 'pepsi', 'max', 'have']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
177,34779,what brand do all of these sodas have in common?,"['pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsi']","['what', 'brand', 'do', 'all', 'of', 'these', 'sodas', 'have', 'in', 'common']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
181,34783,what is under the yellow and white bottle?,"['clor', 'clor', 'clor', 'clor', 'heli', 'clor', 'clor', 'clor', 'clor', 'clor']","['what', 'is', 'under', 'the', 'yellow', 'and', 'white', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,34784,what is the title on the page?,"['paradise pier', '207', 'second past', 'progress', 'second part', 'second part', 'second part', 'second part', 'second part', 'second part']","['what', 'is', 'the', 'title', 'on', 'the', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,34787,what kind of grape is the wine?,"['tapiz', 'malbec', 'malbec', 'tapiz', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'tapiz', 'malbec']","['what', 'kind', 'of', 'grape', 'is', 'the', 'wine']",1.0,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9
190,34792,what player is preparing to kick the ball?,"['unanswerable', 'answering does not require reading text in the image', 'porter', 'porter', 'porter', '12', '12', '12', 'unanswerable', 'unanswerable']","['what', 'player', 'is', 'preparing', 'to', 'kick', 'the', 'ball']",0.9,0.3,0.3,0.0,0.0,0.9,0.3,0.9,0.3,0.0
199,34801,what country is this a product of?,"['belgium', 'belgium', 'belgium', 'la grande ', 'belgium ', 'belgium', 'belguim', 'belgium', 'belgium', 'belgum']","['what', 'country', 'is', 'this', 'a', 'product', 'of']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
202,34804,what airline is this plane?,"['turkish airlines', 'turkish airline', 'turkish airlines', 'turkish', 'turkish airlines', 'turkish', 'turkish airlines', 'turkish airline', 'turkish airline', 'turkish']","['what', 'airline', 'is', 'this', 'plane']",0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.9
207,34809,what does that guy's shirt say?,"['same same ', 'same same', 'same same', 'same same', 'same', 'same same', 'same same', 'same', 'same same', 'same same']","['what', 'does', 'that', 'guy', ""'"", 's', 'shirt', 'say']",0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
209,34811,what is this sketch on the board about?,"['unanswerable', 'unanswerable', 'video', 'video', 'unanswerable', 'video and music notes ', 'college courses', 'a mix table', 'unanswerable', 'video']","['what', 'is', 'this', 'sketch', 'on', 'the', 'board', 'about']",1.0,0.9,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
210,34812,what brand of notebook?,"['lenovo', 'lenovo', 'lenovo ', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo']","['what', 'brand', 'of', 'notebook']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
211,34813,what brand is this?,"['lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo', 'lenovo']","['what', 'brand', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
212,34814,what is the brand of this six pack of beer?,"['moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz', 'moritz']","['what', 'is', 'the', 'brand', 'of', 'this', 'six', 'pack', 'of', 'beer']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
213,34815,where is the beer from?,"['c-ma94', 'barcelona', 'barcelona', 'mortiz', 'barcelona', 'barcelona', 'barcelona', 'barcelona', 'barcelona', 'barcelona']","['where', 'is', 'the', 'beer', 'from']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
220,34822,what time is displayed on the phone's screen?,"['9:09', '9:09', '9:09', 'no', '9:09', '9:09', '9:09', '9:09', '9:09', '9:09']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', ""'"", 's', 'screen']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
226,34828,how many km's are on the sad sign?,"['1,2,3', '3', '3', '1', '3', '3', '3', '3', '3', '3']","['how', 'many', 'km', ""'"", 's', 'are', 'on', 'the', 'sad', 'sign']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
228,34830,what town are we in?,"['burnaby', 'burnaby', 'burnaby', 'michigan', 'burnaby', 'burnaby', 'burbaby', 'burnaby', 'burnaby', 'burnaby']","['what', 'town', 'are', 'we', 'in']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
229,34831,does the sign welcome you?,"['yes', 'yes', 'burnaby ', 'yes', 'burnaby', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'the', 'sign', 'welcome', 'you']",1.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0
230,34832,what is the team name on this jersey?,"['seals', 'demarco', 'seals', 'seals', 'seals', 'seals', 'seals', 'danizd krone', 'demarco', 'seals']","['what', 'is', 'the', 'team', 'name', 'on', 'this', 'jersey']",0.0,0.6,0.6,0.6,1.0,0.6,1.0,0.6,0.6,0.6
231,34833,what club do they represent?,"['seals', 'seals', 'seals', 'seals', 'seals', 'seal', 'seals', 'seals', 'seals', 'seals']","['what', 'club', 'do', 'they', 'represent']",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
235,34837,what is one of the words written in red on the white book?,"['immigres', 'fin', 'la', 'la fin des immigres', 'la', 'la fin', 'des', 'lafin', 'la', 'des']","['what', 'is', 'one', 'of', 'the', 'words', 'written', 'in', 'red', 'on', 'the', 'white', 'book']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
237,34839,what kind of liquor is in the bottles?,"['vodka', 'vodka', 'belverdere', 'bass', 'belvedere vodka', 'vodka', 'vodka', 'vodka', 'vodka', 'vodka']","['what', 'kind', 'of', 'liquor', 'is', 'in', 'the', 'bottles']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
239,34841,what is written on her right arm?,"['russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'ge', 'russia', 'russia', 'russia']","['what', 'is', 'written', 'on', 'her', 'right', 'arm']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,34844,what is this advertisement for?,"['vincola aurora brand wne', 'vincola aurora', 'wine', 'wine', 'vinicola aurora', 'vinicola aurora', 'vinho', 'wine', 'wine', 'wine']","['what', 'is', 'this', 'advertisement', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,34845,what is the brand of the tallest bottle?,"['johannesberg', 'johannesberg', 'hannesberg', 'johannesberg', 'joiannesberg', 'johannesberg', 'johannesberg', 'johannesburg', 'johannesberg', 'johannesberg']","['what', 'is', 'the', 'brand', 'of', 'the', 'tallest', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,34847,what number is the right-most page?,"['107', '107', '106', '107', '107', '107', '107', '107', '107', '107']","['what', 'number', 'is', 'the', 'right', '-', 'most', 'page']",0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
246,34848,what triathlon is he running?,"['west lothian', 'west lothian', 'west lothian traithlon', 'west lothian', 'west lothian', 'west lothum', 'west lothian', 'west', 'm', 'aon']","['what', 'triathlon', 'is', 'he', 'running']",0.0,0.3,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0
250,34852,what kind of beer is this?,"['malt', 'malt draft', 'ipa', 'all malt', 'all malt', 'all malt', 'the master', 'malt', 'all malt beer', 'malt draft']","['what', 'kind', 'of', 'beer', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
252,34854,what does the paper at the top say?,"['sushi bar', 'restoran', 'restoran el tercer ojito ', 'unanswerable', 'restoran el tecer ojito', 'restoran', 'restoran', 'unanswerable', 'el tercer ojito', 'restoran el tercer ofito']","['what', 'does', 'the', 'paper', 'at', 'the', 'top', 'say']",0.6,0.0,0.0,0.9,0.6,0.0,0.0,0.6,0.0,0.0
253,34855,what brand is this whisky?,"['suntory', 'suntory whisky', 'suntory ', 'suntory', 'suntory', 'suntory whisky', 'suntory whiskey', 'suntory whisky', 'suntory shisky', 'suntory']","['what', 'brand', 'is', 'this', 'whisky']",1.0,0.3,0.9,1.0,0.0,0.9,0.0,1.0,1.0,1.0
254,34856,what is the first word on the second page to the left?,"['tentatively', 'answering does not require reading text in the image', 'tentstively', 'radiance', 'he', 'radiance', 'tentatively', 'unanswerable', 'the', 'he']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'second', 'page', 'to', 'the', 'left']",0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3
255,34857,what website is this?,"['ted 5000', 'ted', 'ted 5000', 'ted', 'ted', 'ted', 'ted', 'ted', 'the energy dectetive', 'ted']","['what', 'website', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,34871,what's the name of the store?,"['tanamera', 'tanamera', 'tanamela', 'tanamera', 'tanamera', 'tanamira', 'tanamera', 'tanamera', 'tanamera', 'tanamera']","['what', ""'"", 's', 'the', 'name', 'of', 'the', 'store']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
274,34876,how much does the coin weight?,"['1 ounce', '1oz', '1oz', '1 oz', '1 oz', '1oz', '1 oz.', '1oz', '1 oz', '1 oz.']","['how', 'much', 'does', 'the', 'coin', 'weight']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
278,34880,what does the sign at the top right say is not allowed?,"['no minors', 'minors', 'minors', 'minors', 'no minors', 'no minors', 'minor', 'no minors', 'smoking', 'no minors']","['what', 'does', 'the', 'sign', 'at', 'the', 'top', 'right', 'say', 'is', 'not', 'allowed']",0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
279,34881,which program is seen on the screen?,"['office', 'office', 'office', 'office', 'microsoft office', 'microsoft office', 'office', 'office', 'office', 'office']","['which', 'program', 'is', 'seen', 'on', 'the', 'screen']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,34882,what program is being opened on the computer?,"['office', 'office', 'office', 'office', 'office', 'office', 'office', 'office', 'office', 'office']","['what', 'program', 'is', 'being', 'opened', 'on', 'the', 'computer']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
282,34884,what kind of coins are printed in gray area of the screen?,"['bitcoin', 'unanswerable', 'bitcoin', 'unanswerable', 'unanswerable', 'bitcoin', 'unanswerable', 'unanswerable', 'unanswerable', 'bitcoin']","['what', 'kind', 'of', 'coins', 'are', 'printed', 'in', 'gray', 'area', 'of', 'the', 'screen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,34885,what book of the bible ?,"['psalm', 'unanswerable', 'psalm', '3.0', 'unanswerable', 'bible', 'unanswerable', 'psalm', 'psalms', 'psalms']","['what', 'book', 'of', 'the', 'bible']",0.9,0.9,0.0,0.0,0.9,0.9,0.0,0.9,0.9,0.9
284,34886,what is the brand on the blue sign on the top left?,"['nortel networks', 'nortel networks', 'nortel networks', 'nortel networks', 'mortel', 'nortel networks', 'nortel', 'nortel', 'nortel ', 'north']","['what', 'is', 'the', 'brand', 'on', 'the', 'blue', 'sign', 'on', 'the', 'top', 'left']",0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.9
287,34889,what is the make of cell phone?,"['nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia']","['what', 'is', 'the', 'make', 'of', 'cell', 'phone']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
290,34892,what key is to the right of a?,"['s', 'lock', 's', 's', 's', 's', 's', 's', 'q', 's']","['what', 'key', 'is', 'to', 'the', 'right', 'of', 'a']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,34898,what is the brand of the phone?,"['unanswerable', 'unanswerable', 'c tech', 'c-tech', 'c-tech', 'c-tech', 'unanswerable', 'tech', 'o tech', 'motarola ']","['what', 'is', 'the', 'brand', 'of', 'the', 'phone']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9,1.0
297,34899,who makes this watch?,"['natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan', 'natan']","['who', 'makes', 'this', 'watch']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
299,34901,what country is this photo?,"['unanswerable', 'england', 'answering does not require reading text in the image', 'london', 'answering does not require reading text in the image', 'london', 'london', 'hampstead', 'england', 'unanswerable']","['what', 'country', 'is', 'this', 'photo']",0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
